id,title,viewCount,likeCount,publishedDate,subsciberCount,thumbnail
https://www.youtube.com/watch?v=vU8oShuUC6c,Space Gears: Mastering the Mech Army (Playtest Gameplay),59,4,2023-06-11T07:15:04Z,512,https://i.ytimg.com/vi/vU8oShuUC6c/hqdefault.jpg
https://www.youtube.com/watch?v=1yO76F-_fe0,스페이스기어즈(SPACE GEARS)  1차테스트 후기 :  전략시뮬레이션,503,18,2023-06-11T04:50:06Z,8010,https://i.ytimg.com/vi/1yO76F-_fe0/hqdefault.jpg
https://www.youtube.com/watch?v=BLGlapx_Igk,Space Gears | Developer Presentation Summer Game Fest 2023 Trailer,34,2,2023-06-10T20:39:46Z,156000,https://i.ytimg.com/vi/BLGlapx_Igk/hqdefault.jpg
https://www.youtube.com/watch?v=56GrLHdC0jE,Honda Elevate Boot Space | 458 L | Go Shifting-Gears | #shorts,1859,15,2023-06-10T19:17:07Z,34,https://i.ytimg.com/vi/56GrLHdC0jE/hqdefault.jpg
https://www.youtube.com/watch?v=3clpLRvnRg4,4K | Space Gears Developer Presentation Trailer - Future Games Show Summer Showcase 2023,0,0,2023-06-10T19:03:10Z,113,https://i.ytimg.com/vi/3clpLRvnRg4/hqdefault.jpg
https://www.youtube.com/watch?v=xRVorEorWJI,Space Gears,111,4,2023-06-10T17:49:57Z,58100,https://i.ytimg.com/vi/xRVorEorWJI/hqdefault.jpg
https://www.youtube.com/watch?v=WASuq7ErmLg,Space Gears Trailer Future Games Show 2023,3,0,2023-06-10T17:47:58Z,1,https://i.ytimg.com/vi/WASuq7ErmLg/hqdefault.jpg
https://www.youtube.com/watch?v=hXZd3TD8Wjc,Space Gears Developer Presentation Trailer - Future Games Show Summer Showcase 2023,15718,22,2023-06-10T17:47:00Z,13200,https://i.ytimg.com/vi/hXZd3TD8Wjc/hqdefault.jpg
https://www.youtube.com/watch?v=CGtJWopceXE,새로운 국산 SF 전략 '스페이스 기어즈' 플레이 리뷰 I Space Gears,2685,77,2023-06-10T08:30:36Z,32500,https://i.ytimg.com/vi/CGtJWopceXE/hqdefault.jpg
https://www.youtube.com/watch?v=XjtbrtmLvrg,[미스타로빈] 잠재력 높은 국내산 SF 전략!! I SPACE GEARS,1157,35,2023-06-09T11:30:10Z,19900,https://i.ytimg.com/vi/XjtbrtmLvrg/hqdefault.jpg
https://www.youtube.com/watch?v=qe3UaH89TBc,Space Gears,15,0,2023-06-06T16:35:06Z,58100,https://i.ytimg.com/vi/qe3UaH89TBc/hqdefault.jpg
https://www.youtube.com/watch?v=CVLJLAKbq98,Life with Delica Space Gear #4wd #mitsubishi #outdoors #camping,173,5,2023-06-06T12:02:56Z,362,https://i.ytimg.com/vi/CVLJLAKbq98/hqdefault.jpg
https://www.youtube.com/watch?v=m-s40iOCiW8,"스페이스 기어즈(SPACE GEARS) - 로봇과 RTS의 조합, 트랜스포머 좋아하시면 꼭 해야함  :  전략시뮬레이션 rtsgame",451,6,2023-06-06T02:53:51Z,8010,https://i.ytimg.com/vi/m-s40iOCiW8/hqdefault.jpg
https://www.youtube.com/watch?v=EmXgFzArTho,Space Rescue Mission! Roblox Gears Allowed,6,0,2023-06-06T00:50:42Z,15,https://i.ytimg.com/vi/EmXgFzArTho/hqdefault.jpg
https://www.youtube.com/watch?v=N0VeryOVgKY,스페이스 기어즈(SPACE GEARS) -  화끈한 포격전! :  전략시뮬레이션 rtsgame,843,19,2023-06-05T15:40:29Z,8010,https://i.ytimg.com/vi/N0VeryOVgKY/hqdefault.jpg
https://www.youtube.com/watch?v=LKocVn7fugY,스페이스 기어즈(SPACE GEARS) - 저는 이 게임 잠재력 있다고 봅니다. :  전략시뮬레이션 rtsgame,740,18,2023-06-05T14:57:32Z,8010,https://i.ytimg.com/vi/LKocVn7fugY/hqdefault.jpg
https://www.youtube.com/watch?v=fbBxeTpQf0E,스페이스 기어즈(SPACE GEARS) -  화성으로 넘어온 시즈모드와 지뢰 조합 :  전략시뮬레이션 rtsgame,986,12,2023-06-05T14:48:38Z,8010,https://i.ytimg.com/vi/fbBxeTpQf0E/hqdefault.jpg
https://www.youtube.com/watch?v=Ys9KzPOxWbs,스페이스기어즈(SPACE GEARS) -  3일차...내일은 출근 전략시뮬레이션 RTS,511,10,2023-06-05T01:53:55Z,8010,https://i.ytimg.com/vi/Ys9KzPOxWbs/hqdefault.jpg
https://www.youtube.com/watch?v=a9Crb8WwX5E,油耗測試 Space Gear 2.4 四輪驅動 手排 (第二回) MITSUBISHI MVI 7143,1290,35,2023-06-04T09:00:06Z,914000,https://i.ytimg.com/vi/a9Crb8WwX5E/hqdefault.jpg
https://www.youtube.com/watch?v=nitkXpXcsKM,강화한 유닛이 저렇게 쎌 줄이야 스페이스 기어즈 space gears,56,0,2023-06-04T04:01:22Z,242,https://i.ytimg.com/vi/nitkXpXcsKM/hqdefault.jpg
