id,title,viewCount,likeCount,publishedDate,subsciberCount,thumbnail
https://www.youtube.com/watch?v=qe3UaH89TBc,Space Gears,9,0,2023-06-06T16:35:06Z,57800,https://i.ytimg.com/vi/qe3UaH89TBc/hqdefault.jpg
https://www.youtube.com/watch?v=CVLJLAKbq98,Life with Delica Space Gear #4wd #mitsubishi #outdoors #camping,125,2,2023-06-06T12:02:56Z,361,https://i.ytimg.com/vi/CVLJLAKbq98/hqdefault.jpg
https://www.youtube.com/watch?v=m-s40iOCiW8,"스페이스 기어즈(SPACE GEARS) - 로봇과 RTS의 조합, 트랜스포머 좋아하시면 꼭 해야함  :  전략시뮬레이션 rtsgame",277,4,2023-06-06T02:53:51Z,7990,https://i.ytimg.com/vi/m-s40iOCiW8/hqdefault.jpg
https://www.youtube.com/watch?v=EmXgFzArTho,Space Rescue Mission! Roblox Gears Allowed,4,0,2023-06-06T00:50:42Z,9,https://i.ytimg.com/vi/EmXgFzArTho/hqdefault.jpg
https://www.youtube.com/watch?v=N0VeryOVgKY,스페이스 기어즈(SPACE GEARS) -  화끈한 포격전! :  전략시뮬레이션 rtsgame,731,18,2023-06-05T15:40:29Z,7990,https://i.ytimg.com/vi/N0VeryOVgKY/hqdefault.jpg
https://www.youtube.com/watch?v=LKocVn7fugY,스페이스 기어즈(SPACE GEARS) - 저는 이 게임 잠재력 있다고 봅니다. :  전략시뮬레이션 rtsgame,577,13,2023-06-05T14:57:32Z,7990,https://i.ytimg.com/vi/LKocVn7fugY/hqdefault.jpg
https://www.youtube.com/watch?v=fbBxeTpQf0E,스페이스 기어즈(SPACE GEARS) -  화성으로 넘어온 시즈모드와 지뢰 조합 :  전략시뮬레이션 rtsgame,939,12,2023-06-05T14:48:38Z,7990,https://i.ytimg.com/vi/fbBxeTpQf0E/hqdefault.jpg
https://www.youtube.com/watch?v=Ys9KzPOxWbs,스페이스기어즈(SPACE GEARS) -  3일차...내일은 출근 전략시뮬레이션 RTS,488,10,2023-06-05T01:53:55Z,7990,https://i.ytimg.com/vi/Ys9KzPOxWbs/hqdefault.jpg
https://www.youtube.com/watch?v=a9Crb8WwX5E,油耗測試 Space Gear 2.4 四輪驅動 手排 (第二回) MITSUBISHI MVI 7143,1146,34,2023-06-04T09:00:06Z,909000,https://i.ytimg.com/vi/a9Crb8WwX5E/hqdefault.jpg
https://www.youtube.com/watch?v=fMzUk7VyIHE,次世代RTSのPvPは楽しかったけど、PvEはどうなんだ【Space Gearsプレイテスト】実況,305,3,2023-06-04T03:58:50Z,25600,https://i.ytimg.com/vi/fMzUk7VyIHE/hqdefault.jpg
https://www.youtube.com/watch?v=1-y5JBShN58,스페이스기어즈(SPACE GEARS) - 4070TI 이벤트 중 전략시뮬레이션 RTS,615,13,2023-06-04T02:04:56Z,7990,https://i.ytimg.com/vi/1-y5JBShN58/hqdefault.jpg
https://www.youtube.com/watch?v=HCOj91KqoSI,ESTRATEGIA Y GESTIÓN ESPACIAL DE MECHAS (GANA 50$ JUGÁNDOLO) • Space Gears,3126,134,2023-06-03T19:00:07Z,66900,https://i.ytimg.com/vi/HCOj91KqoSI/hqdefault.jpg
https://www.youtube.com/watch?v=DVQ7K1KDE8U,"[LIVE] Beyond the Sanctuary, to Mars | Space Gears",114,5,2023-06-03T13:24:52Z,335,https://i.ytimg.com/vi/DVQ7K1KDE8U/hqdefault.jpg
https://www.youtube.com/watch?v=uxpVNv0KyCg,[LIVE] Space Gears｜성역을 넘어 화성으로!!,232,11,2023-06-03T01:05:56Z,335,https://i.ytimg.com/vi/uxpVNv0KyCg/hqdefault.jpg
https://www.youtube.com/watch?v=raEFkCUvQAc,Space Gears | Playtest | GamePlay PC,251,4,2023-06-02T19:13:08Z,26100,https://i.ytimg.com/vi/raEFkCUvQAc/hqdefault.jpg
https://www.youtube.com/watch?v=7JRSp9BkrSI,[신작 게임] 국산 SF 전략 RTS 게임 '스페이스 기어즈' 플레이. 화성 테라포밍 실시간 전략 시뮬레이션 SLG 게임 기대작? (2023년 출시예정 스팀 PC 게임),339,3,2023-06-02T12:53:41Z,6290,https://i.ytimg.com/vi/7JRSp9BkrSI/hqdefault.jpg
https://www.youtube.com/watch?v=c1ZpG5QRFs0,テンポの速い戦闘がメインの新作RTS【Space Gearsプレイテスト】実況,804,7,2023-06-02T12:44:54Z,25600,https://i.ytimg.com/vi/c1ZpG5QRFs0/hqdefault.jpg
https://www.youtube.com/watch?v=sMNmeyqxwf8,(타임라인 적용) 조합을 바꾸니 전투는 할만해진거 같기도? 스페이스 기어즈 space gears,113,3,2023-06-02T12:40:08Z,242,https://i.ytimg.com/vi/sMNmeyqxwf8/hqdefault.jpg
https://www.youtube.com/watch?v=JwXksV7Undc,🔴 Space Gears Playtest,15,0,2023-06-02T12:16:30Z,327,https://i.ytimg.com/vi/JwXksV7Undc/hqdefault.jpg
https://www.youtube.com/watch?v=QvaiVdXzuxw,Space Gears [FR] Un RTS en ligne! Assemblez une armée de Mecha pour controller et terraformer Mars!,10925,502,2023-06-02T10:00:30Z,417000,https://i.ytimg.com/vi/QvaiVdXzuxw/hqdefault.jpg
https://www.youtube.com/watch?v=dskzpa6VnU0,RTS를 만든대놓고 양산형 모바일 게임이 나왔다 스페이스 기어즈 space gears,147,2,2023-06-02T02:37:08Z,242,https://i.ytimg.com/vi/dskzpa6VnU0/hqdefault.jpg
https://www.youtube.com/watch?v=pFWAAEwN90k,EL NUEVO MODO ESCAPE DE GEARS 6...,15207,1080,2023-06-01T23:00:30Z,148000,https://i.ytimg.com/vi/pFWAAEwN90k/hqdefault.jpg
https://www.youtube.com/watch?v=9y0lOs4rb3I,노바1492 택티컬커맨더스 이후 20여년만의 온라인 전략시뮬레이션 스페이스 기어즈(Space Gears) :  전략시뮬레이션 rtsgame,1880,49,2023-06-01T15:45:00Z,7990,https://i.ytimg.com/vi/9y0lOs4rb3I/hqdefault.jpg
https://www.youtube.com/watch?v=Xov7XjPurFg,스페이스기어즈(SPACE GEARS) 사전 테스트 신작 국산 전략시뮬레이션,919,16,2023-06-01T15:18:41Z,7990,https://i.ytimg.com/vi/Xov7XjPurFg/hqdefault.jpg
https://www.youtube.com/watch?v=EyspLHquP9s,Space Gears｜게임 기초 가이드,2286,38,2023-06-01T06:12:20Z,335,https://i.ytimg.com/vi/EyspLHquP9s/hqdefault.jpg
https://www.youtube.com/watch?v=U5yyuGkcjbc,Space Gears｜화성에서 임무를 수행할 사령관들께 첫 인사 드립니다!🤗,1233,46,2023-06-01T06:12:14Z,335,https://i.ytimg.com/vi/U5yyuGkcjbc/hqdefault.jpg
https://www.youtube.com/watch?v=zv0Hw_do1gY,20여년만의 국산 온라인 전략시뮬레이션 SPACE GEARS -  :  전략시뮬레이션 rtsgame,576,15,2023-05-31T22:00:35Z,7990,https://i.ytimg.com/vi/zv0Hw_do1gY/hqdefault.jpg
https://www.youtube.com/watch?v=2qwvz_tw6GE,Space Gears [PC] PvP Showdown Trailer,105,1,2023-05-26T17:47:50Z,10100,https://i.ytimg.com/vi/2qwvz_tw6GE/hqdefault.jpg
https://www.youtube.com/watch?v=8bpns_jYpj8,[미스타로빈] 국산 신작! RTS 스페이스 기어즈 PVP I Space gears,2168,41,2023-05-26T14:04:01Z,19900,https://i.ytimg.com/vi/8bpns_jYpj8/hqdefault.jpg
https://www.youtube.com/watch?v=3HnxDMQiB34,Space Gears｜「평원 쇼다운」 PvP 게임 플레이 하이라이트,3488,47,2023-05-26T01:46:49Z,335,https://i.ytimg.com/vi/3HnxDMQiB34/hqdefault.jpg
https://www.youtube.com/watch?v=DJ63Hf8MSjQ,"A SERIOUS COMPETITOR to GEARS OF WAR -  Warhammer 40,000: Space Marine 2",17,3,2023-05-25T19:43:43Z,375,https://i.ytimg.com/vi/DJ63Hf8MSjQ/hqdefault.jpg
https://www.youtube.com/watch?v=aJ4o71jNupo,스페이스기어즈(SPACE GEARS) 2023년  노바1492 + 택티컬커맨더스에서 환생한 국산 전략시뮬레이션 rtsgame,1045,40,2023-05-23T14:33:03Z,7990,https://i.ytimg.com/vi/aJ4o71jNupo/hqdefault.jpg
https://www.youtube.com/watch?v=CanazpsZLB4,"Dead Space 3 coop part 14, Cover shooting, what is this Gears of War",18,1,2023-05-22T03:48:25Z,21,https://i.ytimg.com/vi/CanazpsZLB4/hqdefault.jpg
https://www.youtube.com/watch?v=EJ52vnrER_w,Marcus Fenix vs Isaac Clarke (Gears of War vs Dead Space),1286,61,2023-05-12T18:54:21Z,1010,https://i.ytimg.com/vi/EJ52vnrER_w/hqdefault.jpg
https://www.youtube.com/watch?v=qWHZp29Xnbs,Outer Space: War Gears - Alpha Campaign Trailer,157,6,2023-05-11T13:25:38Z,246,https://i.ytimg.com/vi/qWHZp29Xnbs/hqdefault.jpg
https://www.youtube.com/watch?v=nVI_u5xW560,[E7] How to Free Up Inventory Space - Gear Holding Explained,841,23,2023-05-09T04:00:56Z,152,https://i.ytimg.com/vi/nVI_u5xW560/hqdefault.jpg
https://www.youtube.com/watch?v=GQD3EHvqv18,Game Boy on a budget - 1996 Mitsubishi Delica L 400 Space Gear For Sale,81,2,2023-05-04T05:59:34Z,1130,https://i.ytimg.com/vi/GQD3EHvqv18/hqdefault.jpg
https://www.youtube.com/watch?v=pkALeRv8Ruc,Space Gear 變速箱濾網更換 蚊香弟弟的工作日常,1268,20,2023-05-03T15:42:32Z,884,https://i.ytimg.com/vi/pkALeRv8Ruc/hqdefault.jpg
https://www.youtube.com/watch?v=jjGXVvIGyUw,油耗測試 Space Gear 2.4 四輪驅動 手排 (第一回) MITSUBISHI MVI 7089,2298,41,2023-05-01T02:00:08Z,909000,https://i.ytimg.com/vi/jjGXVvIGyUw/hqdefault.jpg
