"DateTime","Players","Average Players","Flags"
"2012-03-20 00:00:00",71,,
"2012-03-21 00:00:00",,,
"2012-03-22 00:00:00",,,
"2012-03-23 00:00:00",,,
"2012-03-24 00:00:00",,,
"2012-03-25 00:00:00",,,
"2012-03-26 00:00:00",,,
"2012-03-27 00:00:00",,,
"2012-03-28 00:00:00",,,
"2012-03-29 00:00:00",,,
"2012-03-30 00:00:00",,,
"2012-03-31 00:00:00",,,
"2012-04-01 00:00:00",,,
"2012-04-02 00:00:00",,,
"2012-04-03 00:00:00",,,
"2012-04-04 00:00:00",,,
"2012-04-05 00:00:00",,,
"2012-04-06 00:00:00",,,
"2012-04-07 00:00:00",,,
"2012-04-08 00:00:00",,,
"2012-04-09 00:00:00",,,
"2012-04-10 00:00:00",,,
"2012-04-11 00:00:00",,,
"2012-04-12 00:00:00",,,
"2012-04-13 00:00:00",,,
"2012-04-14 00:00:00",,,
"2012-04-15 00:00:00",,,
"2012-04-16 00:00:00",,,
"2012-04-17 00:00:00",131,,
"2012-04-18 00:00:00",,,
"2012-04-19 00:00:00",,,
"2012-04-20 00:00:00",,,
"2012-04-21 00:00:00",,,
"2012-04-22 00:00:00",,,
"2012-04-23 00:00:00",,,
"2012-04-24 00:00:00",,,
"2012-04-25 00:00:00",,,
"2012-04-26 00:00:00",,,
"2012-04-27 00:00:00",,,
"2012-04-28 00:00:00",,,
"2012-04-29 00:00:00",,,
"2012-04-30 00:00:00",,,
"2012-05-01 00:00:00",,,
"2012-05-02 00:00:00",,,
"2012-05-03 00:00:00",,,
"2012-05-04 00:00:00",,,
"2012-05-05 00:00:00",,,
"2012-05-06 00:00:00",,,
"2012-05-07 00:00:00",,,
"2012-05-08 00:00:00",,,
"2012-05-09 00:00:00",,,
"2012-05-10 00:00:00",,,
"2012-05-11 00:00:00",,,
"2012-05-12 00:00:00",,,
"2012-05-13 00:00:00",,,
"2012-05-14 00:00:00",,,
"2012-05-15 00:00:00",,,
"2012-05-16 00:00:00",,,
"2012-05-17 00:00:00",,,
"2012-05-18 00:00:00",,,
"2012-05-19 00:00:00",,,
"2012-05-20 00:00:00",,,
"2012-05-21 00:00:00",,,
"2012-05-22 00:00:00",,,
"2012-05-23 00:00:00",,,
"2012-05-24 00:00:00",,,
"2012-05-25 00:00:00",179,,
"2012-05-26 00:00:00",,,
"2012-05-27 00:00:00",,,
"2012-05-28 00:00:00",,,
