DateTime,Players
2023-05-25 02:10:00,1270.0
2023-05-25 02:20:00,1268.0
2023-05-25 02:30:00,1264.0
2023-05-25 02:40:00,1227.0
2023-05-25 02:50:00,1257.0
2023-05-25 03:00:00,1249.0
2023-05-25 03:10:00,1261.0
2023-05-25 03:20:00,1262.0
2023-05-25 03:30:00,1240.0
2023-05-25 03:40:00,1243.0
2023-05-25 03:50:00,1237.0
2023-05-25 04:00:00,1216.0
2023-05-25 04:10:00,1199.0
2023-05-25 04:20:00,1186.0
2023-05-25 04:30:00,1169.0
2023-05-25 04:40:00,1158.0
2023-05-25 04:50:00,1150.0
2023-05-25 05:00:00,1140.0
2023-05-25 05:10:00,1121.0
2023-05-25 05:20:00,1102.0
2023-05-25 05:30:00,1110.0
2023-05-25 05:40:00,1115.0
2023-05-25 05:50:00,1085.0
2023-05-25 06:00:00,1068.0
2023-05-25 06:10:00,1079.0
2023-05-25 06:20:00,1066.0
2023-05-25 06:30:00,1055.0
2023-05-25 06:40:00,1046.0
2023-05-25 06:50:00,1051.0
2023-05-25 07:00:00,1063.0
2023-05-25 07:10:00,1077.0
2023-05-25 07:20:00,1108.0
2023-05-25 07:30:00,1123.0
2023-05-25 07:40:00,1125.0
2023-05-25 07:50:00,1123.0
2023-05-25 08:00:00,1121.0
2023-05-25 08:10:00,1103.0
2023-05-25 08:20:00,1100.0
2023-05-25 08:30:00,1103.0
2023-05-25 08:40:00,1142.0
2023-05-25 08:50:00,1160.0
2023-05-25 09:00:00,1177.0
2023-05-25 09:10:00,1169.0
2023-05-25 09:20:00,1199.0
2023-05-25 09:30:00,1236.0
2023-05-25 09:40:00,1249.0
2023-05-25 09:50:00,1273.0
2023-05-25 10:00:00,1273.0
2023-05-25 10:10:00,1298.0
2023-05-25 10:20:00,1321.0
2023-05-25 10:30:00,1316.0
2023-05-25 10:40:00,1376.0
2023-05-25 10:50:00,1375.0
2023-05-25 11:00:00,1396.0
2023-05-25 11:10:00,1433.0
2023-05-25 11:20:00,1450.0
2023-05-25 11:30:00,1479.0
2023-05-25 11:40:00,1525.0
2023-05-25 11:50:00,1554.0
2023-05-25 12:00:00,1593.0
2023-05-25 12:10:00,1651.0
2023-05-25 12:20:00,1698.0
2023-05-25 12:30:00,1723.0
2023-05-25 12:40:00,1758.0
2023-05-25 12:50:00,1771.0
2023-05-25 13:00:00,1827.0
2023-05-25 13:10:00,1845.0
2023-05-25 13:20:00,1891.0
2023-05-25 13:30:00,1958.0
2023-05-25 13:40:00,1950.0
2023-05-25 13:50:00,1940.0
2023-05-25 14:00:00,1959.0
2023-05-25 14:10:00,1979.0
2023-05-25 14:20:00,2044.0
2023-05-25 14:30:00,2057.0
2023-05-25 14:40:00,2065.0
2023-05-25 14:50:00,2091.0
2023-05-25 15:00:00,2087.0
2023-05-25 15:10:00,2033.0
2023-05-25 15:20:00,2038.0
2023-05-25 15:30:00,2010.0
2023-05-25 15:40:00,2010.0
2023-05-25 15:50:00,2027.0
2023-05-25 16:00:00,2025.0
2023-05-25 16:10:00,2024.0
2023-05-25 16:20:00,2053.0
2023-05-25 16:30:00,2047.0
2023-05-25 16:40:00,2005.0
2023-05-25 16:50:00,2005.0
2023-05-25 17:00:00,2034.0
2023-05-25 17:10:00,2091.0
2023-05-25 17:20:00,2106.0
2023-05-25 17:30:00,2115.0
2023-05-25 17:40:00,2113.0
2023-05-25 17:50:00,2145.0
2023-05-25 18:00:00,2111.0
2023-05-25 18:10:00,2176.0
2023-05-25 18:20:00,2212.0
2023-05-25 18:30:00,2277.0
2023-05-25 18:40:00,2322.0
2023-05-25 18:50:00,2319.0
2023-05-25 19:00:00,2340.0
2023-05-25 19:10:00,2366.0
2023-05-25 19:20:00,2378.0
2023-05-25 19:30:00,2404.0
2023-05-25 19:40:00,2363.0
2023-05-25 19:50:00,2311.0
2023-05-25 20:00:00,2313.0
2023-05-25 20:10:00,2295.0
2023-05-25 20:20:00,2260.0
2023-05-25 20:30:00,2240.0
2023-05-25 20:40:00,2179.0
2023-05-25 20:50:00,2152.0
2023-05-25 21:00:00,2115.0
2023-05-25 21:10:00,2026.0
2023-05-25 21:20:00,1932.0
2023-05-25 21:30:00,1831.0
2023-05-25 21:40:00,1756.0
2023-05-25 21:50:00,1664.0
2023-05-25 22:00:00,1600.0
2023-05-25 22:10:00,1538.0
2023-05-25 22:20:00,1506.0
2023-05-25 22:30:00,1464.0
2023-05-25 22:40:00,1400.0
2023-05-25 22:50:00,1333.0
2023-05-25 23:00:00,1294.0
2023-05-25 23:10:00,1291.0
2023-05-25 23:20:00,1260.0
2023-05-25 23:30:00,1249.0
2023-05-25 23:40:00,1278.0
2023-05-25 23:50:00,1255.0
2023-05-26 00:00:00,1248.0
2023-05-26 00:10:00,1250.0
2023-05-26 00:20:00,1234.0
2023-05-26 00:30:00,1235.0
2023-05-26 00:40:00,1239.0
2023-05-26 00:50:00,1234.0
2023-05-26 01:00:00,1229.0
