"DateTime","Users","Users Trend","In-Game"
"2023-05-17 08:10:00",20085333,22808617,4591449
"2023-05-17 08:20:00",20244154,22810012,4664766
"2023-05-17 08:30:00",20392082,22811779,4723840
"2023-05-17 08:40:00",20593443,22813921,4798651
"2023-05-17 08:50:00",20747930,22816215,4843079
"2023-05-17 09:00:00",20887983,22818901,4880025
"2023-05-17 09:10:00",21023649,22821645,4914243
"2023-05-17 09:20:00",21194532,22824954,4945802
"2023-05-17 09:30:00",21337385,22828489,4974687
"2023-05-17 09:40:00",21520833,22832369,5007002
"2023-05-17 09:50:00",21684358,22836425,5020656
"2023-05-17 10:00:00",21835560,22840971,4987027
"2023-05-17 10:10:00",22044866,22845788,5025961
"2023-05-17 10:20:00",22267735,22850967,5076508
"2023-05-17 10:30:00",22521746,22856328,5142128
"2023-05-17 10:40:00",22772397,22861852,5220608
"2023-05-17 10:50:00",23054710,22867605,5306405
"2023-05-17 11:00:00",23338253,22873335,5391289
"2023-05-17 11:10:00",23674043,22879539,5521959
"2023-05-17 11:20:00",24024220,22885734,5658448
"2023-05-17 11:30:00",24343748,22891747,5782791
"2023-05-17 11:40:00",24707159,22898248,5938258
"2023-05-17 11:50:00",25100614,22904641,6095487
"2023-05-17 12:00:00",25430307,22911148,6214598
"2023-05-17 12:10:00",25898873,22918205,6452519
"2023-05-17 12:20:00",26307941,22924756,6644535
"2023-05-17 12:30:00",26658342,22931520,6804005
"2023-05-17 12:40:00",27001292,22938373,6963642
"2023-05-17 12:50:00",27378899,22945655,7133052
"2023-05-17 13:00:00",27742156,22953019,7277465
"2023-05-17 13:10:00",28108635,22960191,7445691
"2023-05-17 13:20:00",28408973,22967093,7581531
"2023-05-17 13:30:00",28687607,22974234,7714652
"2023-05-17 13:40:00",28933511,22981353,7828301
"2023-05-17 13:50:00",29092184,22988407,7891911
"2023-05-17 14:00:00",29175933,22995662,7932735
"2023-05-17 14:10:00",29271058,23002992,7960532
"2023-05-17 14:20:00",29325130,23010183,7965445
"2023-05-17 14:30:00",29309371,23017230,7934902
"2023-05-17 14:40:00",29228931,23024167,7892477
"2023-05-17 14:50:00",29135851,23031123,7828245
"2023-05-17 15:00:00",28935485,23038020,7717956
"2023-05-17 15:10:00",28589499,23044814,7592047
"2023-05-17 15:20:00",28389602,23051439,7511538
"2023-05-17 15:30:00",28132930,23057851,7402569
"2023-05-17 15:40:00",27821884,23064126,7289909
"2023-05-17 15:50:00",27591902,23070433,7198201
"2023-05-17 16:00:00",27321951,23076693,7078150
