"DateTime","Users","Users Trend","In-Game"
"2023-05-25 00:50:00",19735708,23083687,4607263
"2023-05-25 01:00:00",19778836,23082762,4612766
"2023-05-25 01:10:00",19841591,23082026,4633322
"2023-05-25 01:20:00",19894366,23081361,4653716
"2023-05-25 01:30:00",19938826,23080816,4667276
"2023-05-25 01:40:00",19974377,23080275,4680682
"2023-05-25 01:50:00",20002236,23079944,4688419
"2023-05-25 02:00:00",20027125,23079783,4695329
"2023-05-25 02:10:00",20063773,23079739,4719862
"2023-05-25 02:20:00",20089730,23079622,4745580
"2023-05-25 02:30:00",20092335,23078782,4762494
"2023-05-25 02:40:00",20087074,23078196,4777156
"2023-05-25 02:50:00",20063155,23077752,4779496
"2023-05-25 03:00:00",20023358,23077452,4768586
"2023-05-25 03:10:00",19946046,23077283,4741161
"2023-05-25 03:20:00",19878422,23077195,4717770
"2023-05-25 03:30:00",19812725,23077298,4685448
"2023-05-25 03:40:00",19761349,23077519,4656485
"2023-05-25 03:50:00",19725922,23077772,4632046
"2023-05-25 04:00:00",19708569,23078107,4603353
"2023-05-25 04:10:00",19739024,23078570,4592527
"2023-05-25 04:20:00",19789281,23079088,4609208
"2023-05-25 04:30:00",19801348,23079625,4621095
"2023-05-25 04:40:00",19800087,23080205,4626446
"2023-05-25 04:50:00",19767933,23080783,4621938
"2023-05-25 05:00:00",19704173,23081411,4593900
"2023-05-25 05:10:00",19609054,23082056,4557643
"2023-05-25 05:20:00",19510548,23082984,4511358
"2023-05-25 05:30:00",19439587,23084109,4472650
"2023-05-25 05:40:00",19382316,23085312,4435045
"2023-05-25 05:50:00",19338287,23086639,4402021
"2023-05-25 06:00:00",19328416,23088036,4370479
"2023-05-25 06:10:00",19357532,23089662,4348156
"2023-05-25 06:20:00",19397958,23091522,4345681
"2023-05-25 06:30:00",19471681,23093483,4351732
"2023-05-25 06:40:00",19540305,23095423,4360123
"2023-05-25 06:50:00",19622543,23097524,4375489
"2023-05-25 07:00:00",19716609,23099714,4384565
"2023-05-25 07:10:00",19825505,23101945,4409290
"2023-05-25 07:20:00",19930532,23104086,4434830
"2023-05-25 07:30:00",20044151,23106334,4465672
"2023-05-25 07:40:00",20173588,23108550,4505729
"2023-05-25 07:50:00",20302401,23110645,4546600
"2023-05-25 08:00:00",20456772,23112890,4589737
"2023-05-25 08:10:00",20624248,23115151,4638001
"2023-05-25 08:20:00",20772226,23117334,4681747
"2023-05-25 08:30:00",20952016,23119678,4736125
"2023-05-25 08:40:00",21128854,23121834,4788650
"2023-05-25 08:50:00",21277639,23123953,4827440
"2023-05-25 09:00:00",21418348,23126135,4855305
"2023-05-25 09:10:00",21584646,23128069,4877746
"2023-05-25 09:20:00",21740369,23129841,4899671
"2023-05-25 09:30:00",21880789,23131719,4917298
"2023-05-25 09:40:00",22061189,23133565,4936423
"2023-05-25 09:50:00",22229843,23135370,4960410
"2023-05-25 10:00:00",22373573,23137259,4973436
"2023-05-25 10:10:00",22565428,23139246,5009120
"2023-05-25 10:20:00",22810538,23141138,5064492
"2023-05-25 10:30:00",23029603,23143367,5121549
"2023-05-25 10:40:00",23289925,23145654,5197395
"2023-05-25 10:50:00",23520582,23148190,5263024
"2023-05-25 11:00:00",23830983,23151200,5354285
"2023-05-25 11:10:00",24111647,23154270,5457842
"2023-05-25 11:20:00",24427896,23157957,5580739
"2023-05-25 11:30:00",24769345,23161382,5714919
"2023-05-25 11:40:00",25084853,23164954,5841936
"2023-05-25 11:50:00",25410651,23169028,5975733
"2023-05-25 12:00:00",25737871,23173375,6112496
"2023-05-25 12:10:00",26139217,23177997,6285039
"2023-05-25 12:20:00",26538168,23182942,6476545
"2023-05-25 12:30:00",26909638,23187821,6649762
"2023-05-25 12:40:00",27237355,23192819,6792366
"2023-05-25 12:50:00",27597877,23198130,6945274
"2023-05-25 13:00:00",27926859,23203564,7083559
"2023-05-25 13:10:00",28272049,23209144,7243336
"2023-05-25 13:20:00",28579728,23214727,7382172
"2023-05-25 13:30:00",28847346,23220609,7502642
"2023-05-25 13:40:00",29064621,23226726,7603783
"2023-05-25 13:50:00",29242324,23233055,7681209
"2023-05-25 14:00:00",29343681,23239756,7714581
"2023-05-25 14:10:00",29402429,23246649,7744354
"2023-05-25 14:20:00",29469704,23254250,7758761
"2023-05-25 14:30:00",29468046,23262025,7749290
"2023-05-25 14:40:00",29409429,23270032,7708393
"2023-05-25 14:50:00",29320896,23278516,7653945
"2023-05-25 15:00:00",29162682,23287424,7548771
"2023-05-25 15:10:00",28830446,23296772,7413582
"2023-05-25 15:20:00",28621610,23307163,7315804
"2023-05-25 15:30:00",28408651,23317870,7218368
"2023-05-25 15:40:00",28120406,23328800,7109196
"2023-05-25 15:50:00",27884438,23339957,7012111
"2023-05-25 16:00:00",27654431,23351098,6904747
"2023-05-25 16:10:00",27325834,23361864,6782838
"2023-05-25 16:20:00",27136320,23372656,6716349
"2023-05-25 16:30:00",26939305,23382928,6645543
"2023-05-25 16:40:00",26789041,23392920,6596226
"2023-05-25 16:50:00",26664050,23402366,6558023
"2023-05-25 17:00:00",26526554,23411262,6503839
"2023-05-25 17:10:00",26391876,23419832,6456501
"2023-05-25 17:20:00",26322395,23428095,6445500
"2023-05-25 17:30:00",26258534,23435671,6434709
"2023-05-25 17:40:00",26211680,23442736,6433659
"2023-05-25 17:50:00",26173535,23449294,6432872
"2023-05-25 18:00:00",26135461,23455396,6438412
"2023-05-25 18:10:00",26087129,23460981,6464974
"2023-05-25 18:20:00",26063149,23466097,6505337
"2023-05-25 18:30:00",26031296,23470879,6521739
"2023-05-25 18:40:00",25985144,23475400,6523251
"2023-05-25 18:50:00",25950389,23479684,6519247
"2023-05-25 19:00:00",25901460,23483796,6504938
"2023-05-25 19:10:00",25799536,23487722,6476661
"2023-05-25 19:20:00",25696305,23491686,6455526
"2023-05-25 19:30:00",25576477,23495748,6430385
"2023-05-25 19:40:00",25413109,23500023,6392526
"2023-05-25 19:50:00",25229634,23504570,6344193
"2023-05-25 20:00:00",24988224,23509527,6266922
"2023-05-25 20:10:00",24595408,23514881,6156130
"2023-05-25 20:20:00",24420169,23521571,6094114
"2023-05-25 20:30:00",24140090,23528123,6006991
"2023-05-25 20:40:00",23837806,23535028,5915697
"2023-05-25 20:50:00",23556702,23542488,5825587
"2023-05-25 21:00:00",23223442,23550126,5706830
"2023-05-25 21:10:00",22828629,23558162,5575191
"2023-05-25 21:20:00",22539116,23566590,5483528
"2023-05-25 21:30:00",22223204,23574967,5373621
"2023-05-25 21:40:00",21915666,23583522,5259376
"2023-05-25 21:50:00",21656987,23592087,5162447
"2023-05-25 22:00:00",21375097,23600516,5049869
"2023-05-25 22:10:00",21082071,23608698,4939136
"2023-05-25 22:20:00",20852296,23616719,4862497
"2023-05-25 22:30:00",20630727,23624523,4786848
"2023-05-25 22:40:00",20431941,23631978,4722641
"2023-05-25 22:50:00",20250162,23638999,4666180
"2023-05-25 23:00:00",20086215,23645808,4606446
"2023-05-25 23:10:00",19931025,23652175,4550298
"2023-05-25 23:20:00",19831130,23658218,4514740
"2023-05-25 23:30:00",19733409,23663794,4479483
"2023-05-25 23:40:00",19668882,23669094,4458323
"2023-05-25 23:50:00",19628010,23674093,4440553
"2023-05-26 00:00:00",19621519,23678732,4444075
"2023-05-26 00:10:00",19631237,23682954,4520780
"2023-05-26 00:20:00",19667358,23686862,4589109
"2023-05-26 00:30:00",19731088,23690488,4635548
"2023-05-26 00:40:00",19784804,23693872,4652845
"2023-05-26 00:50:00",19840057,23698861,4663493
"2023-05-26 01:00:00",19906578,23703935,4670644
"2023-05-26 01:10:00",19975734,23709105,4683693
"2023-05-26 01:20:00",20042656,23714451,4708339
"2023-05-26 01:30:00",20085157,23720046,4723659
"2023-05-26 01:40:00",20149012,23726036,4748456
"2023-05-26 01:50:00",20199684,23732469,4769722
"2023-05-26 02:00:00",20239116,23739431,4788044
"2023-05-26 02:10:00",20263392,23746936,4805238
"2023-05-26 02:20:00",20184550,23754922,4855978
"2023-05-26 02:30:00",20224182,23764244,4869028
"2023-05-26 02:40:00",20241095,23774090,4884737
"2023-05-26 02:50:00",20240702,23784550,4889413
"2023-05-26 03:00:00",20225371,23795583,4881478
"2023-05-26 03:10:00",20164513,23807098,4862549
"2023-05-26 03:20:00",20129310,23819464,4847255
"2023-05-26 03:30:00",20084607,23832525,4815298
"2023-05-26 03:40:00",20040548,23846154,4779419
"2023-05-26 03:50:00",20018698,23860351,4756597
"2023-05-26 04:00:00",20018262,23874939,4736762
"2023-05-26 04:10:00",20053615,23889763,4728814
"2023-05-26 04:20:00",20106117,23904669,4742236
"2023-05-26 04:30:00",20124813,23919621,4756572
"2023-05-26 04:40:00",20125896,23934762,4763859
"2023-05-26 04:50:00",20105826,23950222,4764788
"2023-05-26 05:00:00",20051611,23966099,4742878
"2023-05-26 05:10:00",20004979,23982529,4713167
"2023-05-26 05:20:00",19940758,23999420,4685317
"2023-05-26 05:30:00",19885694,24017025,4657608
"2023-05-26 05:40:00",19850169,24035207,4629037
"2023-05-26 05:50:00",19817554,24053876,4606028
"2023-05-26 06:00:00",19839673,24073127,4583816
"2023-05-26 06:10:00",19900753,24092608,4584252
"2023-05-26 06:20:00",19951498,24112103,4585875
"2023-05-26 06:30:00",20017782,24131763,4590458
"2023-05-26 06:40:00",20104763,24151528,4599734
"2023-05-26 06:50:00",20193952,24171413,4610724
"2023-05-26 07:00:00",20286977,24191399,4620579
"2023-05-26 07:10:00",20375767,24211490,4639326
"2023-05-26 07:20:00",20489044,24231705,4670214
"2023-05-26 07:30:00",20589185,24252060,4703389
"2023-05-26 07:40:00",20692235,24272578,4732611
"2023-05-26 07:50:00",20832574,24293333,4780463
"2023-05-26 08:00:00",20977760,24314053,4820447
"2023-05-26 08:10:00",21123833,24334729,4865653
"2023-05-26 08:20:00",21282991,24355378,4914154
"2023-05-26 08:30:00",21422767,24376044,4957243
"2023-05-26 08:40:00",21584064,24396765,5007642
"2023-05-26 08:50:00",21732411,24417468,5043523
"2023-05-26 09:00:00",21824904,24438190,5058228
"2023-05-26 09:10:00",21956285,24459156,5081674
"2023-05-26 09:20:00",22117995,24480201,5110857
"2023-05-26 09:30:00",22240996,24501015,5128145
"2023-05-26 09:40:00",22403400,24521746,5160055
"2023-05-26 09:50:00",22574516,24542414,5190236
"2023-05-26 10:00:00",22718918,24562771,5213037
"2023-05-26 10:10:00",22879483,24582973,5248539
"2023-05-26 10:20:00",23158785,24603228,5328980
"2023-05-26 10:30:00",23367976,24622754,5391688
"2023-05-26 10:40:00",23648686,24641979,5481319
"2023-05-26 10:50:00",23927509,24660765,5569563
"2023-05-26 11:00:00",24226839,24678947,5655896
"2023-05-26 11:10:00",24576530,24696723,5784817
"2023-05-26 11:20:00",24829302,24713494,5869008
"2023-05-26 11:30:00",25169922,24730282,6000312
"2023-05-26 11:40:00",25536812,24746497,6143305
"2023-05-26 11:50:00",25879812,24762127,6281914
"2023-05-26 12:00:00",26219078,24777064,6451680
"2023-05-26 12:10:00",26639850,24791495,6642830
"2023-05-26 12:20:00",27002122,24805205,6814412
"2023-05-26 12:30:00",27367842,24818105,6988820
"2023-05-26 12:40:00",27716354,24830656,7152960
"2023-05-26 12:50:00",28071468,24842588,7314751
"2023-05-26 13:00:00",28397268,24853816,7455927
"2023-05-26 13:10:00",28720710,24864543,7598177
"2023-05-26 13:20:00",29053787,24874741,7747020
"2023-05-26 13:30:00",29341082,24884509,7881331
"2023-05-26 13:40:00",29577432,24893769,7991453
"2023-05-26 13:50:00",29803646,24902786,8088817
"2023-05-26 14:00:00",29929985,24911350,8135726
"2023-05-26 14:10:00",30090477,24919981,8207310
"2023-05-26 14:20:00",30184452,24928291,8244562
"2023-05-26 14:30:00",30222590,24936436,8256153
"2023-05-26 14:40:00",30242904,24944530,8257710
"2023-05-26 14:50:00",30230341,24952579,8227952
"2023-05-26 15:00:00",30163528,24960599,8186164
"2023-05-26 15:10:00",30004805,24968513,8114154
"2023-05-26 15:20:00",29860260,24976536,8054335
