DATE,recent_playtime_Age of Empires IV,recent_playtime_Anno 1800,recent_playtime_Command & Conquer™ Remastered Collection,recent_playtime_Company of Heroes ,recent_playtime_Company of Heroes 2,recent_playtime_Europa Universalis IV,recent_playtime_Hearts of Iron IV,recent_playtime_Total War SHOGUN 2,recent_playtime_Total War WARHAMMER II,recent_playtime_Total War WARHAMMER III,popularity_Age of Empires IV,popularity_Anno 1800,popularity_Command & Conquer™ Remastered Collection,popularity_Company of Heroes ,popularity_Company of Heroes 2,popularity_Europa Universalis IV,popularity_Hearts of Iron IV,popularity_Total War SHOGUN 2,popularity_Total War WARHAMMER II,popularity_Total War WARHAMMER III,CCU_Age of Empires IV,CCU_Anno 1800,CCU_Command & Conquer™ Remastered Collection,CCU_Company of Heroes ,CCU_Company of Heroes 2,CCU_Europa Universalis IV,CCU_Hearts of Iron IV,CCU_Total War SHOGUN 2,CCU_Total War WARHAMMER II,CCU_Total War WARHAMMER III,AU_Age of Empires IV,AU_Anno 1800,AU_Command & Conquer™ Remastered Collection,AU_Company of Heroes ,AU_Company of Heroes 2,AU_Europa Universalis IV,AU_Hearts of Iron IV,AU_Total War SHOGUN 2,AU_Total War WARHAMMER II,AU_Total War WARHAMMER III
2020-06-05,,729314.0,,1228208.0,3903132.0,6865973.0,9202085.0,3692324.0,10825002.0,,,2.01,0.0,33.9,63.99,27.66,33.82,54.03,20.83,,,390.0,21919.0,798.0,3376.0,7966.0,13973.0,3461.0,31270.0,,,39053.0,,159172.0,480625.0,474467.0,602748.0,478498.0,438114.0,
2020-06-06,,729314.0,1521354.0,1235025.0,3891856.0,6800444.0,9193607.0,3670344.0,10853344.0,,,2.01,0.59,33.92,64.06,27.71,33.91,54.13,20.98,,,304.0,18256.0,1184.0,4120.0,11279.0,18247.0,3977.0,31124.0,,,39078.0,13125.0,159520.0,482019.0,475761.0,605099.0,480912.0,441884.0,
2020-06-07,,721017.0,2271163.0,1238848.0,3891004.0,6797417.0,9207681.0,3656018.0,10876877.0,,,2.02,1.09,33.95,64.09,27.75,33.95,54.18,21.14,,,600.0,15744.0,1201.0,4580.0,9852.0,17298.0,4415.0,35018.0,,,39190.0,24944.0,160279.0,482479.0,476619.0,606119.0,482069.0,446101.0,
2020-06-08,,728563.0,2553215.0,1246843.0,3897766.0,6838048.0,9278082.0,3667232.0,10857194.0,,,2.02,1.9,34.0,64.17,27.79,34.04,54.28,21.21,,,252.0,11834.0,1125.0,3618.0,11147.0,17142.0,3770.0,23637.0,,,39214.0,43668.0,161001.0,484022.0,477640.0,608346.0,484308.0,447569.0,
2020-06-09,,732418.0,2821869.0,1251360.0,3903825.0,6754969.0,9341152.0,3668065.0,10819761.0,,,2.02,2.39,34.03,64.26,27.86,34.14,54.37,21.35,,,233.0,7379.0,927.0,3218.0,7825.0,13102.0,3396.0,30191.0,,,39227.0,55400.0,161498.0,485565.0,479133.0,610984.0,486373.0,451190.0,
2020-06-10,,724033.0,3354101.0,1257097.0,3894609.0,6732727.0,9364694.0,3664257.0,10728163.0,,,2.02,3.21,34.06,64.3,27.9,34.2,54.44,21.48,,,249.0,9601.0,762.0,3265.0,17090.0,13657.0,3403.0,25116.0,,,39264.0,74970.0,161884.0,486286.0,480314.0,612452.0,487904.0,454524.0,
2020-06-11,,722176.0,3700792.0,1266787.0,3898697.0,6748748.0,9335061.0,3649769.0,10779502.0,,,2.03,4.19,34.09,64.36,27.97,34.25,54.5,21.61,,,206.0,7360.0,952.0,3527.0,23542.0,14827.0,3687.0,20932.0,,,39376.0,98496.0,162568.0,487605.0,481919.0,613721.0,489322.0,457808.0,
2020-06-12,,764025.0,4072535.0,1264486.0,3893276.0,6803203.0,9317590.0,3616354.0,10757692.0,,,2.03,4.98,34.13,64.44,28.06,34.36,54.57,21.69,,,267.0,5464.0,821.0,3151.0,17761.0,12346.0,3426.0,26747.0,,,39501.0,117195.0,163165.0,489123.0,484159.0,616246.0,490852.0,460098.0,
2020-06-13,,765079.0,4177967.0,1264937.0,3894624.0,6893349.0,9302055.0,3624907.0,10765801.0,,,2.04,5.55,34.16,64.5,28.12,34.41,54.63,21.78,,,268.0,8475.0,1009.0,4320.0,18786.0,16566.0,4100.0,27444.0,,,39712.0,130706.0,163551.0,490280.0,485614.0,617441.0,492308.0,462872.0,
2020-06-14,,767116.0,4360835.0,1264554.0,3901032.0,6877674.0,9360888.0,3614113.0,10736520.0,,,2.04,6.43,34.17,64.55,28.16,34.5,54.69,21.85,,,281.0,7944.0,1198.0,3894.0,25352.0,17706.0,4124.0,27069.0,,,39836.0,151632.0,163887.0,491375.0,486610.0,619692.0,493502.0,464639.0,
2020-06-15,,764828.0,4607370.0,1270475.0,3916678.0,6957802.0,9372427.0,3633310.0,10584992.0,,,2.05,7.44,34.21,64.63,28.28,34.61,54.75,21.89,,,194.0,5275.0,1008.0,3476.0,19871.0,14513.0,3693.0,18695.0,,,39961.0,175557.0,164397.0,492793.0,489633.0,622305.0,494808.0,465497.0,
2020-06-16,,742826.0,5093198.0,1272087.0,3933591.0,7109760.0,9386306.0,3635728.0,10506155.0,,,2.05,8.23,34.25,64.72,28.37,34.65,54.82,21.96,,,207.0,3965.0,928.0,3037.0,15883.0,12646.0,3388.0,24956.0,,,40160.0,194467.0,164932.0,494485.0,492046.0,623288.0,496115.0,467152.0,
2020-06-17,,742826.0,5260143.0,1295805.0,3942645.0,7207210.0,9444150.0,3636684.0,10484825.0,,,2.06,8.52,34.36,64.96,28.52,34.79,55.02,22.09,,,245.0,3472.0,742.0,2982.0,13299.0,11915.0,2978.0,22556.0,,,40222.0,201733.0,165566.0,496936.0,494995.0,625963.0,498367.0,470312.0,
2020-06-18,,747190.0,5690922.0,1298821.0,3952737.0,7385030.0,9430487.0,3651377.0,10417838.0,,,2.06,8.75,34.4,65.06,28.63,34.86,55.13,22.12,,,191.0,4024.0,937.0,3348.0,18164.0,14406.0,3346.0,17846.0,,,40235.0,207543.0,166164.0,498628.0,497906.0,627816.0,501066.0,471270.0,
2020-06-19,,747190.0,5909443.0,1304958.0,3965648.0,7513964.0,9399866.0,3655480.0,10358049.0,,,2.06,8.89,34.42,65.12,28.68,34.89,55.18,22.17,,,207.0,4384.0,745.0,3783.0,15741.0,15753.0,3599.0,20009.0,,,40259.0,211201.0,166437.0,499449.0,498914.0,628289.0,501900.0,472290.0,
2020-06-20,,746975.0,5983622.0,1308050.0,3970180.0,7666377.0,9416562.0,3642724.0,10194714.0,,,2.06,9.01,34.45,65.18,28.73,34.91,55.23,22.19,,,357.0,4409.0,1053.0,4121.0,15751.0,14682.0,3667.0,24700.0,,,40272.0,214124.0,167010.0,500544.0,500233.0,628712.0,502982.0,472962.0,
2020-06-21,,748028.0,6127881.0,1306734.0,3963645.0,7865100.0,9407564.0,3652190.0,10113444.0,,,2.06,9.1,34.47,65.23,28.8,34.95,55.31,22.2,,,264.0,4808.0,1125.0,4346.0,18642.0,16885.0,3737.0,24071.0,,,40297.0,216364.0,167234.0,501166.0,501912.0,629596.0,504674.0,473161.0,
2020-06-22,,756281.0,6248836.0,1309562.0,3989561.0,7962467.0,9351130.0,3666435.0,10110729.0,,,2.06,9.15,34.51,65.38,28.84,35.0,55.39,22.23,,,218.0,4412.0,928.0,3532.0,18431.0,17252.0,3822.0,17586.0,,,40322.0,217608.0,167744.0,503405.0,502845.0,630641.0,506267.0,473770.0,
2020-06-23,,756531.0,6296676.0,1317577.0,3987560.0,8028641.0,9346331.0,3669632.0,10074496.0,,,2.07,9.2,34.57,65.45,28.87,35.02,55.42,22.32,,,149.0,3871.0,966.0,5349.0,18432.0,21554.0,4022.0,16257.0,,,40459.0,218814.0,168627.0,504425.0,503380.0,631188.0,506764.0,475985.0,
2020-06-24,,756628.0,6276893.0,1317817.0,3989439.0,8096113.0,9363327.0,3691611.0,10051671.0,,,2.07,9.23,34.6,65.55,28.91,35.08,55.48,22.35,,,150.0,3610.0,1044.0,4208.0,16735.0,15495.0,2965.0,15874.0,,,40595.0,219710.0,168838.0,505968.0,504127.0,632445.0,507710.0,476694.0,
2020-06-25,,759086.0,6203175.0,1320440.0,3991977.0,8177562.0,9395599.0,3699044.0,9991865.0,,,2.08,9.3,34.78,65.62,28.95,35.13,55.53,22.46,,,194.0,3491.0,1114.0,4177.0,16835.0,16073.0,3041.0,17312.0,,,40819.0,221303.0,170170.0,506938.0,505097.0,633602.0,508369.0,479021.0,
2020-06-26,,762585.0,6179359.0,1323163.0,4005715.0,8169885.0,9436506.0,3687971.0,9890701.0,,,2.09,9.41,34.8,66.0,29.12,35.34,55.85,22.5,,,170.0,3170.0,1174.0,3456.0,16474.0,15750.0,2849.0,17665.0,,,41018.0,224139.0,170294.0,510882.0,508407.0,637744.0,512114.0,479817.0,
2020-06-27,,710828.0,6068031.0,1323210.0,4006453.0,8222996.0,9428490.0,3671319.0,9815719.0,,,2.09,9.49,34.82,66.1,29.15,35.43,55.9,22.55,,,195.0,3539.0,1902.0,4927.0,16351.0,17063.0,3066.0,25505.0,,,41056.0,225931.0,170456.0,512649.0,509240.0,640009.0,513147.0,480937.0,
2020-06-28,,710828.0,5954064.0,1328668.0,3996306.0,8187457.0,9391259.0,3655315.0,9768024.0,,,2.09,9.52,34.87,66.18,29.22,35.51,55.95,22.59,,,269.0,3408.0,1182.0,5119.0,15212.0,17069.0,3310.0,30969.0,,,41081.0,226814.0,171302.0,513408.0,510733.0,641813.0,513719.0,481795.0,
2020-06-29,,710828.0,5886855.0,1328599.0,3997074.0,8245997.0,9396518.0,3661068.0,9686087.0,,,2.1,9.55,34.9,66.3,29.27,35.56,56.02,22.65,,,169.0,2348.0,1075.0,4351.0,13123.0,14231.0,2882.0,22804.0,,,41105.0,227399.0,171551.0,515162.0,511865.0,642721.0,514851.0,483076.0,
2020-06-30,,710828.0,5778689.0,1329550.0,4010946.0,8313021.0,9401592.0,3661126.0,9586375.0,,,2.1,9.59,34.93,66.42,29.3,35.6,56.05,22.73,,,153.0,2161.0,1094.0,3743.0,13251.0,14378.0,2951.0,21824.0,,,41143.0,228071.0,171961.0,517377.0,512201.0,643567.0,515100.0,484868.0,
2020-07-01,,706438.0,5603058.0,1332388.0,4011921.0,8317010.0,9393577.0,3661397.0,9616040.0,,,2.1,9.64,34.97,66.53,29.34,35.67,56.1,22.83,,,144.0,2212.0,1007.0,4807.0,12715.0,14705.0,2801.0,21780.0,,,41168.0,229228.0,172384.0,519006.0,512923.0,644973.0,515921.0,487642.0,
2020-07-02,,706438.0,5463093.0,1353252.0,4039119.0,8286371.0,9378940.0,3655125.0,9525288.0,,,2.1,9.67,35.0,66.62,29.36,35.73,56.16,22.92,,,139.0,2132.0,991.0,4585.0,12921.0,14842.0,2925.0,20713.0,,,41193.0,229713.0,172596.0,520313.0,513483.0,646366.0,516804.0,489658.0,
2020-07-03,,708444.0,5296843.0,1354202.0,4045142.0,8272259.0,9381710.0,3645446.0,9408292.0,,,2.1,9.72,35.04,66.72,29.45,35.81,56.22,23.02,,,127.0,2380.0,1101.0,4709.0,13547.0,15933.0,3012.0,20994.0,,,41217.0,230683.0,173243.0,521582.0,515175.0,647822.0,517862.0,491810.0,
2020-07-04,,703896.0,5058564.0,1352766.0,4041065.0,8270333.0,9360350.0,3651142.0,9389391.0,,,2.1,9.73,35.09,66.85,29.5,35.86,56.28,23.05,,,240.0,2904.0,1228.0,5283.0,14361.0,17477.0,3370.0,33741.0,,,41155.0,230708.0,173815.0,523249.0,516207.0,648792.0,518496.0,492357.0,
2020-07-05,,703896.0,5024133.0,1349147.0,4050722.0,8199934.0,9311632.0,3644138.0,9315281.0,,,2.1,9.75,35.13,66.93,29.52,35.91,56.34,23.16,,,481.0,4494.0,1308.0,6378.0,14612.0,19540.0,3774.0,24647.0,,,41168.0,231193.0,174350.0,524057.0,516356.0,649800.0,519504.0,494721.0,
2020-07-06,,703896.0,4974644.0,1351868.0,4056964.0,8167056.0,9291620.0,3640462.0,9325215.0,,,2.1,9.77,35.16,66.98,29.53,35.95,56.37,23.23,,,157.0,3030.0,1199.0,6862.0,17758.0,23624.0,3801.0,18944.0,,,41205.0,231193.0,174848.0,524704.0,516419.0,650385.0,519939.0,496301.0,
2020-07-07,,703896.0,4937801.0,1348242.0,4046074.0,8158333.0,9406897.0,3644475.0,9347406.0,,,2.1,9.78,35.2,67.05,29.54,36.05,56.41,23.28,,,209.0,1862.0,1009.0,4361.0,11982.0,14174.0,2797.0,33459.0,,,41230.0,231517.0,175358.0,525700.0,516468.0,652699.0,520412.0,497508.0,
2020-07-08,,,,1351621.0,4050604.0,8132058.0,9427929.0,3630834.0,,,,,,35.24,67.13,29.56,36.12,56.43,,,,,,1504.0,7201.0,23859.0,27036.0,4021.0,,,,,,175992.0,526857.0,516792.0,654142.0,520226.0,,
2020-07-09,,700762.0,4878944.0,,,,,,9399361.0,,,2.1,9.77,,,,,,23.38,,,146.0,2514.0,,,,,,33544.0,,,41255.0,230932.0,,,,,,499872.0,
2020-07-10,,,,1351658.0,4051513.0,8111779.0,9424844.0,3638603.0,,,,,,35.26,67.2,29.62,36.18,56.46,,,,,,1800.0,6994.0,23724.0,26372.0,3788.0,,,,,,176291.0,527429.0,518086.0,655398.0,520586.0,,
2020-07-11,,697698.0,4813122.0,,,,,,9359886.0,,,2.11,9.84,,,,,,23.42,,,193.0,2775.0,,,,,,35047.0,,,41280.0,232301.0,,,,,,500581.0,
2020-07-12,,,4703304.0,1351582.0,4060517.0,8084128.0,9461843.0,3652436.0,,,,,9.86,35.27,67.24,29.62,36.22,56.48,,,,,4430.0,1615.0,7965.0,25315.0,30895.0,4486.0,,,,,232587.0,176340.0,527914.0,518160.0,656020.0,520860.0,,
2020-07-13,,697698.0,,,,,,,9368579.0,,,2.11,,,,,,,23.47,,,172.0,,,,,,,28338.0,,,41292.0,,,,,,,501738.0,
2020-07-14,,697698.0,4605878.0,1353314.0,4093051.0,8070584.0,9423369.0,3650662.0,,,,2.11,9.88,35.3,67.31,29.63,36.23,56.51,,,,378.0,2733.0,879.0,5262.0,11349.0,19645.0,2830.0,,,,41305.0,232910.0,176751.0,528798.0,517999.0,656045.0,520910.0,,
2020-07-15,,,,1353616.0,4081458.0,8008009.0,9415881.0,3646757.0,9350349.0,,,,,35.31,67.36,29.63,36.26,56.54,23.48,,,,,1528.0,5027.0,24149.0,20382.0,3037.0,18723.0,,,,,176801.0,529581.0,517849.0,656555.0,521482.0,501912.0,
2020-07-16,,697698.0,4562615.0,,,,,,9332416.0,,,2.11,9.92,,,,,,23.49,,,130.0,1920.0,,,,,,27893.0,,,41317.0,233595.0,,,,,,501912.0,
2020-07-17,,697698.0,4500857.0,1351880.0,4073808.0,7913906.0,9403974.0,3639804.0,9326550.0,,,2.11,9.96,35.33,67.37,29.63,36.26,56.55,23.47,,,184.0,2278.0,903.0,4749.0,10719.0,17631.0,2605.0,28824.0,,,41329.0,234465.0,176863.0,529755.0,517513.0,656431.0,521656.0,501427.0,
2020-07-18,,706416.0,4190645.0,1341920.0,4032123.0,7698876.0,9283464.0,3566252.0,9064029.0,,,2.11,10.04,35.5,67.74,29.69,36.36,56.83,23.51,,,180.0,2148.0,1069.0,4773.0,14585.0,19222.0,2775.0,20335.0,,,41292.0,234565.0,177585.0,532617.0,516779.0,656070.0,523958.0,499548.0,
2020-07-19,,749341.0,4014598.0,1351999.0,4058262.0,7335532.0,9218034.0,3543425.0,8946366.0,,,2.12,10.15,35.89,68.17,29.79,36.55,57.15,23.66,,,389.0,2134.0,1097.0,5292.0,14821.0,19053.0,3043.0,22315.0,,,41429.0,235971.0,181429.0,536785.0,517153.0,657775.0,526919.0,501402.0,
2020-07-20,,743379.0,3854018.0,1350488.0,4053195.0,7164202.0,9170814.0,3527657.0,8977114.0,,,2.13,10.3,36.15,68.68,29.97,36.78,57.57,23.78,,,212.0,1888.0,1135.0,4568.0,15714.0,18732.0,2794.0,15126.0,,,41578.0,238496.0,183793.0,542110.0,519902.0,661134.0,531870.0,503020.0,
2020-07-21,,744126.0,3743726.0,1359072.0,4072027.0,7098802.0,9253772.0,3567653.0,8865593.0,,,2.15,10.43,36.31,69.2,30.26,37.11,58.04,23.96,,,214.0,1624.0,1227.0,4550.0,14117.0,17637.0,2662.0,15500.0,,,41852.0,241607.0,185485.0,548430.0,525737.0,667989.0,538663.0,506914.0,
2020-07-22,,744876.0,3744184.0,1361111.0,4083884.0,7153084.0,9349648.0,3575534.0,8904847.0,,,2.15,10.53,36.58,69.8,30.52,37.47,58.5,24.16,,,239.0,1373.0,924.0,4444.0,13259.0,19407.0,2782.0,17767.0,,,42014.0,243821.0,187214.0,554563.0,531087.0,675553.0,543528.0,511392.0,
2020-07-23,,746588.0,3742755.0,1357165.0,4081456.0,7202394.0,9514056.0,3579448.0,8925009.0,,,2.17,10.61,36.85,70.22,30.77,37.76,58.89,24.27,,,158.0,1193.0,900.0,3209.0,11213.0,16388.0,2544.0,21341.0,,,42399.0,245799.0,189130.0,558271.0,535976.0,681711.0,547932.0,513831.0,
2020-07-24,,749600.0,3737217.0,1362346.0,4094771.0,7265374.0,9615215.0,3562894.0,8934527.0,,,2.19,10.68,37.07,70.71,31.03,38.07,59.29,24.43,,,121.0,1693.0,778.0,3980.0,11803.0,18976.0,2908.0,16997.0,,,42773.0,247628.0,190523.0,562886.0,540691.0,687895.0,552050.0,517327.0,
2020-07-25,,749613.0,3743883.0,1369614.0,4100834.0,7318535.0,9687617.0,3574718.0,8949651.0,,,2.2,10.72,37.32,70.93,31.15,38.2,59.47,24.6,,,245.0,2864.0,1396.0,6284.0,18937.0,27085.0,4092.0,18637.0,,,43021.0,248499.0,192091.0,564939.0,542856.0,690408.0,554053.0,521246.0,
2020-07-26,,749086.0,3731328.0,1364912.0,4098927.0,7348449.0,9762607.0,3579055.0,8976300.0,,,2.21,10.8,37.44,71.44,31.45,38.53,59.9,24.79,,,456.0,1925.0,2028.0,4125.0,14936.0,20716.0,3071.0,22078.0,,,43171.0,250415.0,192999.0,569866.0,548380.0,697375.0,558818.0,525451.0,
2020-07-27,,751334.0,3726789.0,1363800.0,4093042.0,7357323.0,9827965.0,3582227.0,8956828.0,,,2.22,10.9,37.75,72.01,31.76,38.87,60.36,24.9,,,182.0,1153.0,940.0,3488.0,11004.0,15312.0,2717.0,21512.0,,,43482.0,252779.0,195127.0,575688.0,553991.0,704230.0,563558.0,528076.0,
2020-07-28,,755131.0,3727063.0,1363176.0,4107873.0,7359951.0,9863766.0,3584233.0,8937202.0,,,2.24,10.94,38.02,72.51,32.07,39.01,60.77,25.1,,,122.0,1594.0,835.0,4120.0,12389.0,19349.0,2968.0,17619.0,,,43880.0,253612.0,196906.0,580540.0,560099.0,707079.0,567900.0,532405.0,
2020-07-29,,755131.0,3734936.0,1363076.0,4112573.0,7344968.0,9998596.0,3584812.0,8984315.0,,,2.26,11.04,38.17,72.78,32.22,39.34,61.01,25.3,,,197.0,1456.0,1181.0,6596.0,18898.0,20476.0,4123.0,13921.0,,,44191.0,256076.0,198050.0,583153.0,562886.0,713747.0,570786.0,537058.0,
2020-07-30,,752537.0,3754436.0,1365926.0,4128967.0,7345719.0,10062586.0,3569782.0,8969033.0,,,2.27,11.12,38.43,73.33,32.51,39.68,61.46,25.4,,,276.0,1033.0,945.0,3384.0,11977.0,15630.0,2695.0,19463.0,,,44353.0,258104.0,199493.0,588067.0,568074.0,720814.0,575514.0,539173.0,
2020-07-31,,753090.0,3731085.0,1373049.0,4143527.0,7370677.0,10093136.0,3575247.0,9012316.0,,,2.29,11.17,38.71,73.85,32.79,39.99,61.89,25.6,,,128.0,1424.0,833.0,4083.0,11715.0,18546.0,3006.0,18270.0,,,44763.0,259310.0,201409.0,592981.0,573561.0,726947.0,579893.0,543714.0,
2020-08-01,,748630.0,3722841.0,1374182.0,4145271.0,7379009.0,10081310.0,3577152.0,8976137.0,,,2.3,11.25,38.85,74.16,32.94,40.17,62.16,25.8,,,289.0,1581.0,1477.0,7449.0,20708.0,29309.0,4513.0,18381.0,,,45087.0,261114.0,202417.0,595868.0,576173.0,730269.0,582829.0,548231.0,
2020-08-02,,741755.0,3705039.0,1378455.0,4154526.0,7366023.0,10065047.0,3584734.0,8984475.0,,,2.31,11.35,39.13,74.73,33.24,40.5,62.61,25.91,,,507.0,1554.0,1120.0,4282.0,13201.0,18043.0,3348.0,27289.0,,,45223.0,263578.0,204010.0,600881.0,581685.0,736726.0,587619.0,550532.0,
2020-08-03,,743507.0,3715061.0,1381485.0,4160262.0,7357995.0,10137064.0,3582171.0,9007133.0,,,2.33,11.4,39.46,75.32,33.55,40.65,63.14,26.14,,,129.0,1586.0,833.0,4210.0,12086.0,19016.0,3189.0,19299.0,,,45808.0,264934.0,206112.0,606020.0,587694.0,739911.0,593031.0,555770.0,
2020-08-04,,746844.0,3709970.0,1378683.0,4154886.0,7378763.0,10150036.0,3574555.0,9039653.0,,,2.35,11.51,39.66,75.64,33.73,41.05,63.39,26.37,,,219.0,1403.0,1244.0,7017.0,19352.0,19973.0,4461.0,14562.0,,,46132.0,267285.0,207431.0,609043.0,590804.0,747376.0,595308.0,560298.0,
2020-08-05,,762483.0,3662512.0,1359700.0,4097327.0,7487405.0,10346348.0,3623958.0,9144806.0,,,2.3,10.37,39.39,74.38,33.46,40.38,61.9,25.73,,,283.0,941.0,916.0,3319.0,11398.0,14833.0,2822.0,20367.0,,,45423.0,240686.0,207543.0,603494.0,589585.0,739799.0,583750.0,547148.0,
2020-08-06,,760981.0,3621181.0,1370314.0,4087127.0,7496738.0,10145539.0,3598936.0,9036468.0,,,2.32,9.56,39.76,75.05,33.55,40.39,60.82,24.96,,,135.0,1566.0,826.0,3282.0,10407.0,14510.0,2633.0,16794.0,,,45796.0,221552.0,209832.0,608670.0,590804.0,737584.0,569965.0,528337.0,
2020-08-07,,773566.0,3543927.0,1392615.0,4115894.0,7493299.0,10140908.0,3614823.0,9018518.0,,,2.32,8.6,39.58,74.63,33.39,39.95,58.89,24.35,,,146.0,1321.0,956.0,3592.0,12196.0,16683.0,2745.0,14178.0,,,45995.0,198000.0,210690.0,607861.0,589610.0,729249.0,553456.0,514490.0,
2020-08-08,,775468.0,3356012.0,1382486.0,4113423.0,7448959.0,10157148.0,3597238.0,8926402.0,,,2.34,8.17,39.94,75.25,33.67,40.27,59.06,24.5,,,151.0,1438.0,1142.0,4479.0,12388.0,17340.0,4655.0,27501.0,,,46256.0,187214.0,212345.0,612041.0,594026.0,733902.0,553667.0,516593.0,
2020-08-09,,766594.0,3164476.0,1386529.0,4135585.0,7414693.0,10137285.0,3578605.0,8909975.0,,,2.36,8.14,40.24,75.81,33.96,40.56,59.51,24.66,,,165.0,1583.0,1122.0,4571.0,13455.0,18945.0,4822.0,30319.0,,,46654.0,185584.0,213975.0,616955.0,599239.0,738804.0,557835.0,519653.0,
2020-08-10,,769452.0,3071470.0,1388716.0,4134641.0,7408773.0,10154551.0,3568414.0,8845805.0,,,2.37,8.15,40.48,76.19,34.16,40.75,59.84,24.79,,,134.0,920.0,947.0,3572.0,11214.0,15752.0,4219.0,26011.0,,,46841.0,185273.0,214970.0,620028.0,602586.0,741827.0,560274.0,521831.0,
2020-08-11,,768603.0,3057234.0,1378132.0,4123600.0,7434911.0,10169022.0,3562330.0,8838506.0,,,2.37,8.15,40.61,76.45,34.28,40.9,60.05,24.88,,,111.0,865.0,798.0,3410.0,9973.0,14197.0,3756.0,24744.0,,,46928.0,185186.0,215630.0,622517.0,604800.0,744775.0,562152.0,523659.0,
2020-08-12,,771306.0,3082053.0,1381823.0,4138701.0,7429444.0,10102930.0,3553356.0,8789083.0,,,2.39,8.2,40.83,76.84,34.48,41.12,60.34,25.02,,,102.0,990.0,754.0,3169.0,9666.0,13963.0,3496.0,24303.0,,,47239.0,186492.0,216588.0,626025.0,608234.0,748744.0,564616.0,526434.0,
2020-08-13,,764193.0,3066656.0,1383354.0,4132422.0,7417204.0,10107161.0,3553484.0,8765331.0,,,2.39,8.23,40.96,77.1,34.61,41.28,60.53,25.12,,,121.0,970.0,862.0,3288.0,10373.0,15267.0,3440.0,22063.0,,,47438.0,186940.0,217098.0,628165.0,610598.0,751718.0,565872.0,528499.0,
2020-08-14,,760992.0,3052177.0,1380287.0,4119475.0,7442107.0,10078076.0,3551520.0,8755482.0,,,2.4,8.26,41.14,77.4,34.75,41.42,60.78,25.21,,,130.0,1055.0,896.0,3698.0,11365.0,16613.0,3177.0,22329.0,,,47550.0,187712.0,217844.0,630678.0,612713.0,754032.0,568199.0,530266.0,
2020-08-15,,758629.0,3062763.0,1374083.0,4126732.0,7455443.0,10058512.0,3546596.0,8717430.0,,,2.42,8.29,41.26,77.63,34.84,41.53,60.99,25.32,,,146.0,1279.0,1113.0,4025.0,11476.0,16847.0,3968.0,26213.0,,,47749.0,188234.0,218553.0,632681.0,614268.0,756010.0,570338.0,532281.0,
2020-08-16,,728370.0,2993278.0,1343047.0,4045213.0,7375584.0,9886977.0,3475723.0,8529350.0,,,2.41,8.29,41.37,77.72,34.69,41.32,61.23,25.2,,,460.0,2016.0,1084.0,6247.0,12470.0,22226.0,4227.0,18098.0,,,46928.0,187538.0,215381.0,623947.0,607363.0,746741.0,562911.0,524991.0,
2020-08-17,,697026.0,2877821.0,1325389.0,3975901.0,7248098.0,9789380.0,3360797.0,,,,2.38,8.13,41.1,77.2,34.3,40.87,60.74,,,,149.0,1530.0,969.0,3827.0,11562.0,16614.0,3038.0,,,,45522.0,181927.0,210454.0,609603.0,595681.0,733392.0,546862.0,,
2020-08-18,,667655.0,2799239.0,1305066.0,3933357.0,7124981.0,9701955.0,,8310756.0,,,2.37,8.03,40.98,76.84,34.03,40.49,,24.87,,,125.0,1860.0,940.0,3424.0,12038.0,21386.0,,14986.0,,,44937.0,178319.0,207294.0,600633.0,587992.0,723252.0,,513109.0,
2020-08-19,,666816.0,2782000.0,1309410.0,3946288.0,7105922.0,,3321832.0,8202580.0,,,2.37,8.05,41.06,77.0,34.08,,60.54,24.81,,,131.0,1618.0,883.0,3443.0,12182.0,,2613.0,12102.0,,,44950.0,178779.0,207742.0,602001.0,588652.0,,538937.0,510111.0,
2020-08-20,,668786.0,2721591.0,1310923.0,3943216.0,7115841.0,9665630.0,3321803.0,8166081.0,,,2.38,8.07,41.21,77.18,34.13,40.69,60.83,24.89,,,124.0,1708.0,806.0,3115.0,9394.0,15965.0,2266.0,13287.0,,,45099.0,179053.0,208376.0,603407.0,589025.0,726947.0,541127.0,511479.0,
2020-08-21,,667512.0,2725953.0,1306457.0,3962882.0,7053616.0,9679224.0,3323326.0,8171218.0,,,2.38,8.1,41.28,77.4,34.24,40.76,60.93,25.04,,,182.0,1093.0,1138.0,3685.0,12200.0,13767.0,2722.0,15587.0,,,45124.0,179700.0,208824.0,605522.0,590680.0,728279.0,542047.0,514702.0,
2020-08-22,,672162.0,2726549.0,1304125.0,3960198.0,7040141.0,9647558.0,3342679.0,8162400.0,,,2.4,8.12,41.42,77.62,34.34,40.87,61.15,25.12,,,228.0,2092.0,1341.0,6097.0,17216.0,16394.0,3072.0,21355.0,,,45497.0,180110.0,209173.0,607251.0,592272.0,730070.0,543876.0,516257.0,
2020-08-23,,670151.0,2723219.0,1305454.0,3964896.0,7048428.0,9684449.0,3349795.0,8156408.0,,,2.4,8.14,41.51,77.77,34.38,40.96,61.24,25.17,,,189.0,1224.0,1291.0,5789.0,15430.0,17578.0,2987.0,20801.0,,,45510.0,180347.0,209720.0,608893.0,592882.0,731924.0,544461.0,517401.0,
