DATE,recent_playtime_Age of Empires IV,recent_playtime_Anno 1800,recent_playtime_Command & Conquer™ Remastered Collection,recent_playtime_Company of Heroes ,recent_playtime_Company of Heroes 2,recent_playtime_Europa Universalis IV,recent_playtime_Hearts of Iron IV,recent_playtime_Total War SHOGUN 2,recent_playtime_Total War WARHAMMER II,recent_playtime_Total War WARHAMMER III,popularity_Age of Empires IV,popularity_Anno 1800,popularity_Command & Conquer™ Remastered Collection,popularity_Company of Heroes ,popularity_Company of Heroes 2,popularity_Europa Universalis IV,popularity_Hearts of Iron IV,popularity_Total War SHOGUN 2,popularity_Total War WARHAMMER II,popularity_Total War WARHAMMER III,CCU_Age of Empires IV,CCU_Anno 1800,CCU_Command & Conquer™ Remastered Collection,CCU_Company of Heroes ,CCU_Company of Heroes 2,CCU_Europa Universalis IV,CCU_Hearts of Iron IV,CCU_Total War SHOGUN 2,CCU_Total War WARHAMMER II,CCU_Total War WARHAMMER III,AU_Age of Empires IV,AU_Anno 1800,AU_Command & Conquer™ Remastered Collection,AU_Company of Heroes ,AU_Company of Heroes 2,AU_Europa Universalis IV,AU_Hearts of Iron IV,AU_Total War SHOGUN 2,AU_Total War WARHAMMER II,AU_Total War WARHAMMER III
2021-06-06,,707511.0,1801982.0,1374037.0,4552932.0,6761626.0,9920928.0,3625950.0,8474088.0,,,2.84,13.85,51.18,105.93,42.9,55.25,76.09,34.56,,,274.0,725.0,1401.0,8689.0,11941.0,21892.0,2897.0,23456.0,,,54019.0,276255.0,284902.0,901185.0,735494.0,1018866.0,671945.0,712491.0,
2021-06-07,,704859.0,1794441.0,1373344.0,4585486.0,6760659.0,9921250.0,3623748.0,8428740.0,,,2.85,13.85,51.2,106.01,42.92,55.28,76.1,34.61,,,179.0,644.0,1093.0,8076.0,12123.0,18604.0,2433.0,21591.0,,,54131.0,276255.0,285238.0,903375.0,735942.0,1019525.0,671945.0,713586.0,
2021-06-08,,704859.0,1794129.0,1376787.0,4623139.0,6771349.0,9918933.0,3628178.0,8423947.0,,,2.85,13.85,51.21,106.1,42.94,55.32,76.12,34.66,,,161.0,495.0,933.0,6774.0,10027.0,19058.0,2413.0,18280.0,,,54131.0,276255.0,285561.0,905788.0,736378.0,1020409.0,672269.0,714892.0,
2021-06-09,,,1796936.0,1372376.0,4649806.0,6761868.0,9925302.0,3624272.0,8419479.0,,,,13.86,51.23,106.17,42.96,55.33,76.14,34.75,,,,535.0,926.0,6930.0,10657.0,16805.0,2286.0,20167.0,,,,276492.0,285797.0,907480.0,736751.0,1020794.0,672530.0,716920.0,
2021-06-10,,,1794742.0,1371995.0,4671374.0,6773406.0,9917167.0,3636277.0,8426371.0,,,,13.87,51.24,106.22,42.98,55.36,76.18,34.79,,,,426.0,872.0,6135.0,9448.0,18029.0,2179.0,17772.0,,,,276591.0,285797.0,908687.0,737298.0,1021454.0,673625.0,718015.0,
2021-06-11,,,1795816.0,1370919.0,4689808.0,6769708.0,9909559.0,3645675.0,8441522.0,,,,13.88,51.25,106.28,42.99,55.38,76.2,34.86,,,,547.0,855.0,6681.0,10398.0,16992.0,2253.0,19487.0,,,,276815.0,286021.0,910118.0,737622.0,1022001.0,673961.0,719769.0,
2021-06-12,,709762.0,1794401.0,1373490.0,4706834.0,6749972.0,9922920.0,3658225.0,8469205.0,,,2.85,13.88,51.26,106.33,43.03,55.42,76.24,34.88,,,287.0,632.0,1137.0,6774.0,11090.0,20596.0,2469.0,21558.0,,,54131.0,276815.0,286245.0,911213.0,738617.0,1022984.0,674831.0,720316.0,
2021-06-13,,,1792936.0,1376383.0,4728316.0,6725514.0,9892974.0,3663448.0,8462643.0,,,,13.89,51.27,106.38,43.04,55.44,76.26,34.91,,,,724.0,1078.0,8611.0,11040.0,20881.0,2407.0,21835.0,,,,276927.0,286345.0,912532.0,738717.0,1023320.0,675379.0,720963.0,
2021-06-14,0.0,,1791240.0,1379286.0,4739508.0,6729191.0,9873705.0,3660671.0,8472851.0,,0.0,,13.89,51.28,106.41,43.05,55.45,76.27,34.94,,,,624.0,1007.0,5880.0,11198.0,17584.0,2227.0,19925.0,,0.0,,276927.0,286457.0,913290.0,738941.0,1023531.0,675603.0,721958.0,
2021-06-15,0.0,,1787328.0,1379790.0,4746641.0,6728782.0,9858997.0,3650131.0,8501194.0,,0.01,,13.9,51.29,106.45,43.06,55.46,76.3,34.98,,,,607.0,824.0,5640.0,8717.0,17302.0,2188.0,18425.0,,0.0,,277039.0,286457.0,914174.0,739264.0,1023979.0,675926.0,722829.0,
2021-06-16,0.0,709660.0,1785944.0,1379930.0,4737186.0,6716116.0,9843209.0,3658975.0,8540060.0,,0.01,2.85,13.91,51.3,106.51,43.07,55.49,76.32,34.99,,,129.0,531.0,830.0,4830.0,10154.0,15934.0,2051.0,17002.0,,0.0,54131.0,277362.0,286780.0,915480.0,739699.0,1024626.0,676474.0,723153.0,
2021-06-17,0.0,,1791608.0,1380746.0,4740116.0,6747641.0,9868086.0,3664954.0,8581401.0,,0.02,,13.91,51.3,106.55,43.08,55.5,76.34,35.0,,,,533.0,785.0,4937.0,8642.0,17372.0,2005.0,17073.0,,0.0,,277362.0,286892.0,916575.0,739811.0,1024950.0,676909.0,723489.0,
2021-06-18,0.0,,1790810.0,1371724.0,4717674.0,6730918.0,9873743.0,3656234.0,8612897.0,,0.02,,13.92,51.32,106.58,43.1,55.51,76.35,35.01,,,,490.0,914.0,4628.0,10140.0,16125.0,1965.0,16626.0,,0.0,,277474.0,287116.0,917334.0,740471.0,1025173.0,677233.0,723588.0,
2021-06-19,0.0,709520.0,1789497.0,1367819.0,4685933.0,6738029.0,9920920.0,3659063.0,8627848.0,,0.02,2.85,13.92,51.32,106.61,43.12,55.54,76.38,35.03,,,378.0,587.0,1140.0,6439.0,10744.0,20174.0,2230.0,19256.0,,0.0,54131.0,277574.0,287228.0,917894.0,740794.0,1025721.0,677780.0,724036.0,
2021-06-20,0.0,,1786772.0,1372409.0,4673975.0,6750697.0,9913418.0,3672973.0,8630062.0,,0.02,,13.93,51.34,106.65,43.13,55.54,76.4,35.03,,,,677.0,1122.0,5471.0,11536.0,20848.0,2448.0,19916.0,,0.0,,277686.0,287552.0,918752.0,741118.0,1025833.0,678228.0,724036.0,
2021-06-21,0.0,,1789262.0,1378504.0,4682456.0,6764253.0,9954141.0,3667768.0,8639993.0,,0.03,,13.94,51.35,106.68,43.14,55.57,76.42,35.05,,,,637.0,905.0,5155.0,9093.0,18266.0,2080.0,18269.0,,0.0,,278022.0,287763.0,919635.0,741553.0,1026592.0,678875.0,724571.0,
2021-06-22,0.0,,1789054.0,1383768.0,4691369.0,6814310.0,9981099.0,3667470.0,8652848.0,,0.03,,13.94,51.37,106.71,43.16,55.61,76.42,35.05,,,,533.0,862.0,4570.0,10518.0,15933.0,1947.0,16152.0,,0.0,,278022.0,288211.0,920295.0,741889.0,1027687.0,678875.0,724795.0,
2021-06-23,0.0,704657.0,1787850.0,1383903.0,4684084.0,6804509.0,9993241.0,3669535.0,8670627.0,,0.03,2.86,13.95,51.38,106.75,43.17,55.63,76.45,35.08,,,191.0,541.0,748.0,5187.0,9083.0,17792.0,2004.0,17092.0,,0.0,54355.0,278233.0,288423.0,921166.0,742213.0,1028234.0,679198.0,725454.0,
2021-06-24,0.0,,1786196.0,1386092.0,4692380.0,6804091.0,9987184.0,3669945.0,8637975.0,,0.03,,13.96,51.39,106.79,43.19,55.65,76.45,35.09,,,,534.0,861.0,5317.0,10411.0,16470.0,1997.0,16264.0,,0.0,,278345.0,288423.0,921937.0,742548.0,1028669.0,679198.0,725554.0,
2021-06-25,0.0,,1786000.0,1388846.0,4675229.0,6802130.0,9973160.0,3679105.0,8637992.0,,0.03,,13.96,51.4,106.82,43.21,55.68,76.47,35.11,,,,585.0,871.0,4457.0,9851.0,15795.0,1979.0,15478.0,,0.0,,278345.0,288758.0,922484.0,743208.0,1029329.0,679758.0,726002.0,
2021-06-26,0.0,,1782349.0,1388904.0,4673628.0,6807703.0,9969867.0,3683475.0,8639415.0,,0.03,,13.97,51.42,106.86,43.23,55.72,76.49,35.13,,,,789.0,1061.0,5695.0,11120.0,19702.0,2252.0,18514.0,,0.0,,278457.0,289194.0,923169.0,743668.0,1030237.0,680106.0,726450.0,
2021-06-27,0.0,705987.0,1782947.0,1385180.0,4659926.0,6811082.0,9972535.0,3686692.0,8643633.0,,0.03,2.86,13.99,51.44,106.92,43.24,55.75,76.5,35.16,,,170.0,897.0,985.0,6052.0,10998.0,20655.0,2561.0,20162.0,,0.0,54355.0,278793.0,289530.0,924811.0,743880.0,1031008.0,680218.0,727121.0,
2021-06-28,,,1767012.0,1387249.0,4659792.0,6830129.0,9941400.0,3687378.0,8607812.0,,,,14.03,51.45,106.98,43.26,55.82,76.52,35.2,,,,748.0,892.0,4367.0,10613.0,16977.0,2180.0,17334.0,,,,279341.0,289866.0,926354.0,744104.0,1032651.0,680430.0,728104.0,
2021-06-29,,,1765456.0,1386767.0,4666941.0,6843066.0,9932895.0,3687742.0,8577312.0,,,,14.08,51.46,107.05,43.28,55.87,76.55,35.26,,,,740.0,819.0,4676.0,8957.0,18214.0,2260.0,18054.0,,,,280435.0,289965.0,928108.0,744539.0,1033969.0,680977.0,729535.0,
2021-06-30,,700965.0,1765230.0,1389345.0,4678016.0,6850563.0,9918570.0,3686017.0,8589380.0,,,2.86,14.11,51.48,107.11,43.3,55.93,76.57,35.29,,,364.0,611.0,800.0,4530.0,9535.0,18705.0,2166.0,15257.0,,,54467.0,280983.0,290413.0,929526.0,744987.0,1035388.0,681313.0,730406.0,
2021-07-01,0.0,702801.0,1762365.0,1389152.0,4662085.0,6871028.0,9939520.0,3694678.0,8571669.0,,0.03,2.86,14.14,51.49,107.14,43.32,55.96,76.58,35.32,,,138.0,624.0,802.0,5224.0,9588.0,19194.0,2015.0,15027.0,,0.0,54467.0,281530.0,290625.0,930285.0,745522.0,1036035.0,681413.0,731177.0,
2021-07-02,,700434.0,1762767.0,1388325.0,4661286.0,6868648.0,9944472.0,3692249.0,8553626.0,,,2.86,14.17,51.5,107.17,43.33,55.99,76.6,35.36,,,138.0,761.0,768.0,4605.0,8934.0,18550.0,2141.0,18468.0,,,54467.0,282078.0,290961.0,931056.0,745845.0,1036806.0,681960.0,731936.0,
2021-07-03,,700434.0,1758920.0,1388237.0,4666810.0,6836734.0,9899571.0,3694614.0,8523795.0,,,2.86,14.2,51.52,107.2,43.35,56.02,76.62,35.37,,,151.0,870.0,960.0,5958.0,11433.0,20821.0,2439.0,21407.0,,,54467.0,282625.0,291284.0,931380.0,746405.0,1037465.0,682508.0,732372.0,
2021-07-04,,,1765603.0,1389671.0,4669811.0,6839537.0,9897273.0,3693284.0,8530945.0,,,,14.22,51.53,107.23,43.37,56.07,76.64,35.4,,,,952.0,1136.0,5740.0,10835.0,20463.0,2333.0,22488.0,,,,283060.0,291508.0,931927.0,746729.0,1038672.0,682732.0,733031.0,
2021-07-05,0.0,,1770109.0,1387595.0,4641789.0,6829849.0,9846459.0,3698966.0,8545890.0,,0.03,,14.24,51.55,107.27,43.4,56.09,76.65,35.42,,,,717.0,807.0,3786.0,9658.0,16943.0,2029.0,18949.0,,0.0,,283608.0,292043.0,932798.0,747600.0,1039095.0,682831.0,733466.0,
2021-07-06,,,1771708.0,1389491.0,4648498.0,6812286.0,9883270.0,3703114.0,8548606.0,,,,14.26,51.57,107.3,43.42,56.12,76.66,35.47,,,,788.0,839.0,4367.0,11973.0,17963.0,2124.0,21305.0,,,,284043.0,292491.0,933458.0,747923.0,1039866.0,683167.0,734773.0,
2021-07-07,,705006.0,1768419.0,1389133.0,4641980.0,6794458.0,9901974.0,3707401.0,8580185.0,,,2.86,14.3,51.58,107.35,43.43,56.15,76.68,35.52,,,108.0,831.0,813.0,4284.0,8605.0,18898.0,2185.0,21261.0,,,54467.0,284703.0,292814.0,934440.0,748259.0,1040526.0,683490.0,735868.0,
2021-07-08,0.0,,1767622.0,1388500.0,4639089.0,6820954.0,9889615.0,3711400.0,8584111.0,,0.04,,14.32,51.59,107.38,43.45,56.2,76.7,35.53,,,,617.0,712.0,4032.0,9172.0,18696.0,2177.0,16179.0,,0.0,,285362.0,292926.0,935100.0,748582.0,1041733.0,683814.0,736204.0,
2021-07-09,,,1766854.0,1389800.0,4642332.0,6831189.0,9878495.0,3714467.0,8529193.0,,,,14.34,51.59,107.42,43.47,56.22,76.72,35.54,,,,665.0,792.0,3943.0,9979.0,17137.0,2155.0,17630.0,,,,285586.0,292926.0,935983.0,749254.0,1042181.0,684050.0,736427.0,
2021-07-10,,691694.0,1768193.0,1391668.0,4640475.0,6854560.0,9886945.0,3714299.0,8498992.0,,,2.86,14.36,51.6,107.45,43.49,56.25,76.74,35.58,,,326.0,795.0,994.0,4286.0,11606.0,20187.0,2454.0,22539.0,,,54355.0,285909.0,293150.0,936530.0,749578.0,1042939.0,684486.0,737199.0,
2021-07-11,0.0,,1769848.0,1392205.0,4637401.0,6845967.0,9908890.0,3719565.0,8467085.0,,0.04,,14.38,51.62,107.48,43.51,56.28,76.75,35.6,,,,829.0,920.0,5775.0,13353.0,21053.0,2530.0,23387.0,,0.0,,286245.0,293474.0,937078.0,750013.0,1043599.0,684697.0,737634.0,
2021-07-12,,,1771326.0,1398923.0,4647681.0,6846514.0,9912744.0,3734059.0,8500964.0,,,,14.39,51.63,107.53,43.53,56.33,76.78,35.66,,,,768.0,708.0,4176.0,9059.0,19261.0,2272.0,22808.0,,,,286569.0,293698.0,938285.0,750561.0,1045129.0,685245.0,739164.0,
2021-07-13,,691736.0,1770903.0,1399346.0,4653909.0,6822107.0,9910585.0,3728736.0,8488148.0,,,2.86,14.4,51.64,107.57,43.54,56.35,76.79,35.67,,,195.0,530.0,716.0,4329.0,10142.0,16957.0,1961.0,15970.0,,,54355.0,286793.0,293909.0,939268.0,750785.0,1045577.0,685469.0,739500.0,
2021-07-14,,,1783716.0,1405841.0,4656153.0,6781558.0,9918498.0,3728703.0,8508405.0,,,,14.41,51.66,107.6,43.55,56.35,76.8,35.69,,,,620.0,904.0,4660.0,11405.0,17214.0,2018.0,18693.0,,,,286892.0,294568.0,939703.0,751108.0,1045564.0,685568.0,740035.0,
2021-07-15,0.0,,1788763.0,1406198.0,4655970.0,6765520.0,9942430.0,3730253.0,8466994.0,,0.04,,14.41,51.67,107.64,43.57,56.39,76.81,35.72,,,,656.0,944.0,5328.0,8825.0,18341.0,1961.0,49281.0,,0.0,,287004.0,294780.0,940574.0,751431.0,1046535.0,685680.0,740794.0,
2021-07-16,,,1793014.0,1407001.0,4658684.0,6775972.0,9963046.0,3711192.0,8457210.0,,,,14.42,51.69,107.7,43.58,56.41,76.83,35.75,,,,571.0,1066.0,4920.0,10562.0,16952.0,1955.0,34413.0,,,,287116.0,295116.0,942328.0,751643.0,1047095.0,686004.0,741790.0,
2021-07-17,,692859.0,1793037.0,1397740.0,4655334.0,6786621.0,9969680.0,3716963.0,8435138.0,,,2.87,14.44,51.72,107.76,43.58,56.42,76.84,35.77,,,243.0,731.0,1232.0,7083.0,10746.0,20130.0,2197.0,39151.0,,,54679.0,287552.0,295875.0,943634.0,751755.0,1047306.0,686339.0,742225.0,
2021-07-18,0.0,,1792868.0,1403758.0,4654839.0,6749887.0,9932496.0,3714881.0,8431099.0,,0.04,,14.45,51.74,107.84,43.6,56.43,76.85,35.79,,,,758.0,1497.0,6073.0,12036.0,20596.0,2344.0,36270.0,,0.0,,287776.0,296323.0,945389.0,752190.0,1047418.0,686339.0,742772.0,
2021-07-19,,,1792842.0,1416732.0,4662663.0,6718318.0,9966213.0,3714730.0,8480001.0,,,,14.45,51.77,107.89,43.61,56.44,76.88,35.8,,,,694.0,1149.0,6004.0,9092.0,19637.0,2033.0,33581.0,,,,287776.0,297194.0,946595.0,752302.0,1047642.0,686986.0,743208.0,
2021-07-20,,686120.0,1797691.0,1417184.0,4677304.0,6744664.0,9978400.0,3712910.0,8538609.0,,,2.87,14.46,51.8,107.95,43.62,56.46,76.89,35.83,,,276.0,534.0,1221.0,5782.0,10963.0,17427.0,1938.0,26817.0,,,54791.0,288099.0,297741.0,947914.0,752738.0,1048289.0,687210.0,743867.0,
2021-07-21,,674268.0,1799403.0,1407682.0,4687597.0,6763036.0,9985715.0,3712711.0,8610615.0,,,2.87,14.46,51.82,108.0,43.63,56.48,76.9,35.84,,,116.0,465.0,1046.0,6209.0,9316.0,18805.0,1940.0,20949.0,,,54791.0,288099.0,298176.0,949220.0,752949.0,1048725.0,687534.0,744303.0,
2021-07-22,0.0,682535.0,1808227.0,1413809.0,4684130.0,6788701.0,10003066.0,3711040.0,8660255.0,,0.04,2.87,14.48,51.86,108.1,43.66,56.55,76.95,35.88,,,114.0,629.0,1090.0,5632.0,9171.0,19445.0,1915.0,25229.0,,0.0,54816.0,288771.0,298537.0,950639.0,753298.0,1049857.0,687957.0,745286.0,
2021-07-23,,681105.0,1808594.0,1412684.0,4691646.0,6811995.0,10002191.0,3705385.0,8717350.0,,,2.87,14.49,51.86,108.16,43.68,56.59,76.97,35.91,,,120.0,578.0,1057.0,4888.0,10993.0,18253.0,1839.0,23181.0,,,54816.0,288771.0,298637.0,952057.0,753845.0,1050616.0,688392.0,745945.0,
2021-07-24,,683725.0,1809270.0,1412701.0,4704184.0,6824875.0,9998776.0,3707234.0,8746800.0,,,2.87,14.49,51.87,108.22,43.7,56.65,76.99,35.93,,,124.0,630.0,1235.0,5908.0,11574.0,20987.0,2009.0,24915.0,,,54816.0,288883.0,298749.0,953376.0,754280.0,1051934.0,688828.0,746380.0,
2021-07-25,0.0,693405.0,1808700.0,1415888.0,4707173.0,6838864.0,9999929.0,3703055.0,8817386.0,,0.04,2.88,14.5,51.89,108.27,43.71,56.72,77.01,35.94,,,182.0,756.0,1324.0,6734.0,11344.0,21080.0,2156.0,28490.0,,0.0,55040.0,289107.0,299197.0,954583.0,754604.0,1053141.0,689375.0,746716.0,
2021-07-26,,694683.0,1821903.0,1418421.0,4704971.0,6850132.0,9979521.0,3704871.0,8890282.0,,,2.88,14.51,51.9,108.3,43.72,56.88,77.02,35.96,,,121.0,635.0,1024.0,5230.0,12549.0,19180.0,1984.0,24085.0,,,55040.0,289219.0,299408.0,955453.0,754828.0,1056326.0,689599.0,747488.0,
2021-07-27,,697343.0,1830390.0,1424797.0,4708425.0,6791016.0,9948407.0,3705637.0,8947230.0,,,2.88,14.51,51.9,108.34,43.73,56.96,77.04,35.98,,,133.0,515.0,909.0,4551.0,11526.0,17753.0,1773.0,20524.0,,,55040.0,289219.0,299408.0,956237.0,755052.0,1057981.0,689823.0,747824.0,
2021-07-28,,702142.0,1826764.0,1423529.0,4714186.0,6796907.0,9899311.0,3708926.0,8998655.0,,,2.88,14.51,51.91,108.38,43.74,57.02,77.06,36.0,,,113.0,436.0,882.0,5003.0,10938.0,20151.0,1921.0,18157.0,,,55152.0,289219.0,299408.0,957220.0,755276.0,1059175.0,690258.0,748259.0,
2021-07-29,0.0,708547.0,1825100.0,1426611.0,4708060.0,6789764.0,9917364.0,3711510.0,8989264.0,,0.04,2.88,14.51,51.92,108.43,43.75,57.09,77.07,36.01,,,113.0,487.0,886.0,5041.0,10384.0,19873.0,1864.0,17325.0,,0.0,55152.0,289219.0,299744.0,958315.0,755599.0,1060830.0,690370.0,748582.0,
2021-07-30,,706463.0,1825640.0,1425857.0,4724820.0,6792612.0,9907291.0,3714602.0,8993107.0,,,2.88,14.52,51.93,108.46,43.76,57.15,77.07,36.02,,,112.0,503.0,851.0,4866.0,10203.0,20386.0,1825.0,16985.0,,,55152.0,289542.0,299955.0,959198.0,755823.0,1061925.0,690370.0,748806.0,
2021-07-31,,706365.0,1832486.0,1427152.0,4738365.0,6795805.0,9884028.0,3711592.0,8965593.0,,,2.89,14.52,51.94,108.49,43.77,57.19,77.09,36.03,,,122.0,602.0,1093.0,6030.0,11493.0,21023.0,1855.0,21613.0,,,55251.0,289542.0,300067.0,959634.0,756035.0,1063019.0,690594.0,749030.0,
2021-08-01,,704721.0,1837047.0,1432903.0,4740195.0,6811453.0,9901539.0,3712279.0,8947880.0,,,2.89,14.53,51.95,108.52,43.78,57.23,77.09,36.03,,,151.0,662.0,1257.0,5949.0,12074.0,22543.0,2038.0,22416.0,,,55251.0,289766.0,300179.0,960405.0,756147.0,1063890.0,690694.0,749130.0,
2021-08-02,0.0,707804.0,1837354.0,1433260.0,4735380.0,6813397.0,9869943.0,3718903.0,8908368.0,,0.04,2.89,14.55,51.96,108.54,43.79,57.27,77.1,36.04,,,120.0,454.0,901.0,4978.0,10413.0,21569.0,1945.0,16609.0,,0.0,55251.0,290090.0,300503.0,960840.0,756483.0,1064774.0,690694.0,749354.0,
2021-08-03,,694682.0,1834914.0,1436501.0,4730362.0,6803749.0,9858137.0,3721733.0,8892059.0,,,2.89,14.55,51.98,108.58,43.81,57.31,77.11,36.06,,,109.0,440.0,878.0,4979.0,10553.0,20726.0,1897.0,16173.0,,,55251.0,290090.0,301063.0,961612.0,756918.0,1065644.0,690918.0,749901.0,
2021-08-04,,694314.0,1832490.0,1436087.0,4736221.0,6824683.0,9869524.0,3728591.0,8860047.0,,,2.89,14.55,52.0,108.64,43.82,57.36,77.15,36.08,,,119.0,446.0,907.0,4659.0,10812.0,20612.0,1903.0,16358.0,,,55263.0,290239.0,301212.0,962843.0,757241.0,1066677.0,691453.0,750449.0,
2021-08-05,0.0,686397.0,1831421.0,1437564.0,4720725.0,6826878.0,9883178.0,3732552.0,8863118.0,,0.05,2.89,14.56,52.02,108.67,43.83,57.41,77.17,36.1,,,128.0,472.0,961.0,4361.0,11353.0,18349.0,1720.0,17548.0,,0.0,55263.0,290351.0,301759.0,963391.0,757465.0,1067884.0,691888.0,750772.0,
2021-08-06,,690744.0,1828129.0,1436253.0,4712841.0,6803992.0,9892586.0,3736021.0,8799396.0,,,2.89,14.56,52.04,108.69,43.85,57.46,77.17,36.11,,,115.0,560.0,940.0,4560.0,12199.0,20519.0,1942.0,19185.0,,,55375.0,290351.0,302419.0,963714.0,757901.0,1068979.0,692000.0,751108.0,
2021-08-07,,687605.0,1821630.0,1438515.0,4719319.0,6802759.0,9887387.0,3741188.0,8771080.0,,,2.89,14.56,52.05,108.74,43.86,57.52,77.2,36.12,,,161.0,616.0,1159.0,5210.0,12188.0,23113.0,1990.0,20637.0,,,55375.0,290351.0,302742.0,964921.0,758237.0,1070409.0,692336.0,751319.0,
2021-08-08,,689480.0,1823012.0,1437965.0,4721237.0,6799323.0,9898874.0,3752861.0,8757141.0,,,2.89,14.56,52.07,108.76,43.88,57.57,77.21,36.13,,,196.0,764.0,1109.0,6268.0,13753.0,23177.0,2182.0,22065.0,,,55375.0,290463.0,303178.0,965145.0,758672.0,1071392.0,692660.0,751655.0,
2021-08-09,0.0,689984.0,1813689.0,1434056.0,4713220.0,6800833.0,9893926.0,3751634.0,8733622.0,,0.05,2.9,14.56,52.08,108.8,43.89,57.62,77.22,36.14,,,160.0,468.0,907.0,4743.0,11808.0,23831.0,2046.0,17163.0,,0.0,55487.0,290463.0,303290.0,965804.0,758996.0,1072711.0,692772.0,751867.0,
2021-08-10,,684892.0,1817562.0,1434633.0,4714083.0,6790983.0,9899701.0,3754310.0,8715069.0,,,2.9,14.57,52.09,108.82,43.89,57.66,77.23,36.14,,,133.0,605.0,990.0,4598.0,12114.0,21148.0,1901.0,18889.0,,,55487.0,290575.0,303514.0,966128.0,758996.0,1073582.0,692884.0,752091.0,
2021-08-11,,685467.0,1817688.0,1438652.0,4704217.0,6821468.0,9932201.0,3754819.0,8684950.0,,,2.9,14.57,52.11,108.84,43.9,57.69,77.25,36.16,,,107.0,609.0,876.0,4546.0,12677.0,20896.0,1865.0,18293.0,,,55487.0,290575.0,304061.0,966451.0,759332.0,1074129.0,693207.0,752414.0,
2021-08-12,,685941.0,1816211.0,1440132.0,4699637.0,6812658.0,9923736.0,3750239.0,8645500.0,,,2.9,14.58,52.11,108.87,43.91,57.74,77.26,36.17,,,114.0,462.0,867.0,4556.0,10653.0,20809.0,1839.0,14473.0,,,55487.0,290898.0,304061.0,967111.0,759431.0,1075560.0,693431.0,752638.0,
2021-08-13,0.0,683039.0,1815457.0,1444208.0,4692482.0,6817680.0,9929286.0,3749609.0,8637863.0,,0.07,2.9,14.58,52.12,108.89,43.94,57.78,77.27,36.18,,,118.0,528.0,929.0,3954.0,11923.0,18915.0,1781.0,16505.0,,0.0,55487.0,290898.0,304061.0,967447.0,760314.0,1076431.0,693543.0,752962.0,
2021-08-14,,,1820855.0,1442407.0,4691209.0,6795848.0,9914731.0,3736095.0,8633081.0,,,,14.59,52.13,108.91,43.97,57.82,77.29,36.19,,,,604.0,1024.0,5521.0,12684.0,21940.0,1980.0,18610.0,,,,291010.0,304173.0,967882.0,760974.0,1077202.0,693866.0,753186.0,
2021-08-15,,,1822592.0,1446004.0,4677712.0,6820921.0,9911928.0,3734153.0,8604004.0,,,,14.59,52.13,108.94,43.99,57.86,77.3,36.2,,,,681.0,1251.0,4621.0,14516.0,22132.0,2171.0,19514.0,,,,291010.0,304173.0,968430.0,761185.0,1078086.0,693978.0,753410.0,
2021-08-16,0.0,,1821188.0,1449240.0,4674987.0,6827404.0,9916865.0,3727592.0,8540302.0,,0.08,,14.59,52.14,108.96,44.0,57.88,77.31,36.2,,,,619.0,967.0,4509.0,11983.0,20677.0,1960.0,18562.0,,0.0,,291122.0,304285.0,968865.0,761521.0,1078633.0,694090.0,753522.0,
2021-08-17,,681923.0,1811009.0,1451059.0,4676134.0,6862896.0,9925051.0,3728012.0,8529080.0,,,2.91,14.6,52.15,108.97,44.03,57.91,77.31,36.22,,,305.0,509.0,867.0,4372.0,13697.0,18319.0,1712.0,15486.0,,,55699.0,291122.0,304497.0,968977.0,762181.0,1079292.0,694190.0,753857.0,
2021-08-18,,682108.0,1811719.0,1449636.0,4687397.0,6830476.0,9966283.0,3712149.0,8485725.0,,,2.91,14.6,52.16,109.01,44.06,57.96,77.32,36.23,,,127.0,642.0,854.0,4470.0,11444.0,20295.0,1840.0,17008.0,,,55811.0,291309.0,304696.0,969699.0,762902.0,1080474.0,694227.0,754106.0,
2021-08-19,,686769.0,1810571.0,1450584.0,4684342.0,6853150.0,9978224.0,3714439.0,8485269.0,,,2.91,14.61,52.17,109.04,44.09,57.98,77.33,36.24,,,106.0,541.0,868.0,4008.0,13027.0,18459.0,1776.0,15464.0,,,55786.0,291421.0,304795.0,969997.0,763599.0,1080947.0,694352.0,754268.0,
2021-08-20,0.0,684523.0,1807952.0,1449298.0,4693285.0,6838700.0,9985185.0,3712193.0,8510731.0,,0.09,2.91,14.61,52.17,109.06,44.1,57.98,77.34,36.23,,,136.0,497.0,853.0,4753.0,12073.0,20861.0,1784.0,13741.0,,0.0,55761.0,291309.0,304895.0,970258.0,763611.0,1080922.0,694289.0,754069.0,
2021-08-21,,680410.0,1804852.0,1444296.0,4717121.0,6870178.0,10017188.0,3713823.0,8491087.0,,,2.91,14.61,52.17,109.07,44.09,57.99,77.34,36.23,,,148.0,660.0,1086.0,5274.0,13636.0,22352.0,1848.0,17328.0,,,55848.0,291421.0,304783.0,970433.0,763549.0,1081233.0,694302.0,754007.0,
2021-08-22,,680523.0,1803366.0,1437494.0,4706801.0,6857223.0,9993581.0,3713142.0,8500909.0,,,2.92,14.61,52.18,109.11,44.11,58.03,77.36,36.24,,,185.0,707.0,1247.0,4866.0,14437.0,22953.0,2193.0,18506.0,,,55935.0,291296.0,304870.0,970681.0,763997.0,1081967.0,694240.0,754131.0,
