DATE,recent_playtime\COH,recent_playtime\victoria,recent_playtime\warhammer,popularity\COH_x,popularity\victoria_x,popularity\warhammer_x,popularity\COH_y,popularity\victoria_y,popularity\warhammer_y,AU\coh,AU\victoria,AU\warhammer
2019-05-21,,300878.0,,,8.8,,,8.8,,,35507.0,
2019-05-17,,290879.0,7440048.0,,8.76,9.43,,8.76,9.43,,34549.0,165430.0
2019-05-15,,287068.0,7543753.0,,8.74,9.29,,8.74,9.29,,33815.0,161536.0
2019-03-17,,205769.0,,,0.0,,,0.0,,,26325.0,
2021-01-19,,,8057017.0,,,31.72,,,31.72,,,639076.0
2020-11-09,,,7634907.0,,,28.65,,,28.65,,,569853.0
2020-07-11,,,9359886.0,,,23.42,,,23.42,,,500581.0
2020-07-09,,,9399361.0,,,23.38,,,23.38,,,499872.0
2020-03-09,,,7172464.0,,,14.7,,,14.7,,,284976.0
2019-03-16,,,3256156.0,,,0.0,,,0.0,,,96269.0
